iteration,cm,cm_ratings,reputations,rating_scores,accuracies
515,"[[50.  5.  1.  3.  1.  9. 10.  9.  3.  7.]
 [ 3.  8.  0.  0.  0.  1.  4.  0.  2.  2.]
 [16.  7.  6.  0. 24.  6.  3.  8.  8.  5.]
 [ 6.  4.  5. 19.  6.  3.  3.  4.  7.  2.]
 [ 0.  3.  1.  1. 13.  2.  4.  2.  0.  2.]
 [ 0.  0.  0.  0.  0. 38.  1.  0.  0.  0.]
 [ 0.  0.  1.  0.  3.  1.  5.  1.  4.  1.]
 [ 5.  0.  6.  3.  4.  7.  5.  9.  7.  8.]
 [ 0.  0.  2. 12.  4.  3.  6.  3. 24. 11.]
 [ 6.  1.  7.  0.  3.  4.  6.  4.  3. 19.]]","[[200.  20.   4.  12.   4.  36.  40.  36.  12.  28.]
 [ 12.  32.   0.   0.   0.   4.  16.   0.   8.   8.]
 [ 64.  28.  24.   0.  96.  24.  12.  32.  32.  20.]
 [ 24.  16.  20.  76.  24.  12.  12.  16.  28.   8.]
 [  0.  12.   4.   4.  52.   8.  16.   8.   0.   8.]
 [  0.   0.   0.   0.   0. 152.   4.   0.   0.   0.]
 [  0.   0.   4.   0.  12.   4.  20.   4.  16.   4.]
 [ 20.   0.  24.  12.  16.  28.  20.  36.  28.  32.]
 [  0.   0.   8.  48.  16.  12.  24.  12.  96.  44.]
 [ 24.   4.  28.   0.  12.  16.  24.  16.  12.  76.]]","[0.21, 0.19, 0.02, 0.15, 0.2, 0.46, 0.13, 0.06, 0.17, 0.15]","[-208, -62, -92, -80, -162, -160, -146, -106, -80, -154]","[0.5102, 0.4, 0.0723, 0.322, 0.4643, 0.9744, 0.3125, 0.1667, 0.3692, 0.3585]"
516,"[[50.  5.  1.  3.  1.  9. 10.  9.  3.  7.]
 [ 3.  8.  0.  0.  0.  1.  4.  0.  2.  2.]
 [16.  7.  6.  0. 24.  6.  3.  8.  8.  5.]
 [ 6.  4.  5. 20.  6.  3.  3.  4.  7.  2.]
 [ 0.  3.  1.  1. 13.  2.  4.  2.  0.  2.]
 [ 0.  0.  0.  0.  0. 38.  1.  0.  0.  0.]
 [ 0.  0.  1.  0.  3.  1.  5.  1.  4.  1.]
 [ 5.  0.  6.  3.  4.  7.  5.  9.  7.  8.]
 [ 0.  0.  2. 12.  4.  3.  6.  3. 24. 11.]
 [ 6.  1.  7.  0.  3.  4.  6.  4.  3. 19.]]","[[200.  20.   4.  12.   4.  36.  40.  36.  12.  28.]
 [ 12.  32.   0.   0.   0.   4.  16.   0.   8.   8.]
 [ 64.  28.  24.   0.  96.  24.  12.  32.  32.  20.]
 [ 24.  16.  20.  80.  24.  12.  12.  16.  28.   8.]
 [  0.  12.   4.   4.  52.   8.  16.   8.   0.   8.]
 [  0.   0.   0.   0.   0. 152.   4.   0.   0.   0.]
 [  0.   0.   4.   0.  12.   4.  20.   4.  16.   4.]
 [ 20.   0.  24.  12.  16.  28.  20.  36.  28.  32.]
 [  0.   0.   8.  48.  16.  12.  24.  12.  96.  44.]
 [ 24.   4.  28.   0.  12.  16.  24.  16.  12.  76.]]","[0.21, 0.19, 0.02, 0.15, 0.2, 0.46, 0.13, 0.06, 0.17, 0.15]","[-208, -62, -92, -82, -162, -160, -146, -106, -80, -154]","[0.5102, 0.4, 0.0723, 0.3333, 0.4643, 0.9744, 0.3125, 0.1667, 0.3692, 0.3585]"
517,"[[50.  5.  1.  3.  1.  9. 10.  9.  3.  7.]
 [ 3.  8.  0.  0.  0.  1.  4.  0.  2.  2.]
 [16.  7.  6.  0. 24.  6.  3.  8.  8.  5.]
 [ 6.  4.  5. 20.  6.  3.  3.  4.  7.  2.]
 [ 0.  3.  1.  1. 13.  2.  4.  2.  0.  2.]
 [ 0.  0.  0.  0.  0. 38.  1.  0.  0.  0.]
 [ 0.  0.  1.  0.  3.  1.  5.  1.  4.  1.]
 [ 5.  0.  6.  3.  4.  7.  5.  9.  7.  8.]
 [ 0.  0.  2. 12.  4.  3.  6.  3. 24. 11.]
 [ 6.  1.  8.  0.  3.  4.  6.  4.  3. 19.]]","[[200.  20.   4.  12.   4.  36.  40.  36.  12.  28.]
 [ 12.  32.   0.   0.   0.   4.  16.   0.   8.   8.]
 [ 64.  28.  24.   0.  96.  24.  12.  32.  32.  20.]
 [ 24.  16.  20.  80.  24.  12.  12.  16.  28.   8.]
 [  0.  12.   4.   4.  52.   8.  16.   8.   0.   8.]
 [  0.   0.   0.   0.   0. 152.   4.   0.   0.   0.]
 [  0.   0.   4.   0.  12.   4.  20.   4.  16.   4.]
 [ 20.   0.  24.  12.  16.  28.  20.  36.  28.  32.]
 [  0.   0.   8.  48.  16.  12.  24.  12.  96.  44.]
 [ 24.   4.  32.   0.  12.  16.  24.  16.  12.  76.]]","[0.21, 0.19, 0.02, 0.15, 0.2, 0.46, 0.13, 0.06, 0.17, 0.15]","[-208, -62, -94, -82, -162, -160, -146, -106, -80, -154]","[0.5102, 0.4, 0.0723, 0.3333, 0.4643, 0.9744, 0.3125, 0.1667, 0.3692, 0.3519]"
518,"[[50.  5.  1.  3.  1.  9. 10.  9.  3.  7.]
 [ 3.  8.  0.  0.  0.  1.  4.  0.  2.  2.]
 [16.  7.  6.  0. 24.  6.  3.  8.  8.  5.]
 [ 6.  4.  5. 20.  6.  3.  3.  4.  7.  2.]
 [ 0.  3.  1.  1. 13.  2.  4.  2.  0.  2.]
 [ 0.  0.  0.  0.  0. 38.  1.  0.  0.  0.]
 [ 0.  0.  1.  0.  3.  1.  5.  1.  4.  1.]
 [ 5.  0.  6.  4.  4.  7.  5.  9.  7.  8.]
 [ 0.  0.  2. 12.  4.  3.  6.  3. 24. 11.]
 [ 6.  1.  8.  0.  3.  4.  6.  4.  3. 19.]]","[[200.  20.   4.  12.   4.  36.  40.  36.  12.  28.]
 [ 12.  32.   0.   0.   0.   4.  16.   0.   8.   8.]
 [ 64.  28.  24.   0.  96.  24.  12.  32.  32.  20.]
 [ 24.  16.  20.  80.  24.  12.  12.  16.  28.   8.]
 [  0.  12.   4.   4.  52.   8.  16.   8.   0.   8.]
 [  0.   0.   0.   0.   0. 152.   4.   0.   0.   0.]
 [  0.   0.   4.   0.  12.   4.  20.   4.  16.   4.]
 [ 20.   0.  24.  16.  16.  28.  20.  36.  28.  32.]
 [  0.   0.   8.  48.  16.  12.  24.  12.  96.  44.]
 [ 24.   4.  32.   0.  12.  16.  24.  16.  12.  76.]]","[0.21, 0.19, 0.02, 0.15, 0.2, 0.46, 0.13, 0.06, 0.17, 0.15]","[-208, -62, -94, -86, -162, -160, -146, -106, -80, -154]","[0.5102, 0.4, 0.0723, 0.3333, 0.4643, 0.9744, 0.3125, 0.1636, 0.3692, 0.3519]"
519,"[[50.  5.  1.  3.  1.  9. 10.  9.  3.  7.]
 [ 3.  8.  0.  0.  0.  1.  4.  0.  2.  2.]
 [16.  7.  6.  0. 24.  6.  3.  8.  8.  5.]
 [ 6.  4.  5. 20.  6.  3.  3.  4.  7.  2.]
 [ 0.  3.  1.  1. 14.  2.  4.  2.  0.  2.]
 [ 0.  0.  0.  0.  0. 38.  1.  0.  0.  0.]
 [ 0.  0.  1.  0.  3.  1.  5.  1.  4.  1.]
 [ 5.  0.  6.  4.  4.  7.  5.  9.  7.  8.]
 [ 0.  0.  2. 12.  4.  3.  6.  3. 24. 11.]
 [ 6.  1.  8.  0.  3.  4.  6.  4.  3. 19.]]","[[200.  20.   4.  12.   4.  36.  40.  36.  12.  28.]
 [ 12.  32.   0.   0.   0.   4.  16.   0.   8.   8.]
 [ 64.  28.  24.   0.  96.  24.  12.  32.  32.  20.]
 [ 24.  16.  20.  80.  24.  12.  12.  16.  28.   8.]
 [  0.  12.   4.   4.  56.   8.  16.   8.   0.   8.]
 [  0.   0.   0.   0.   0. 152.   4.   0.   0.   0.]
 [  0.   0.   4.   0.  12.   4.  20.   4.  16.   4.]
 [ 20.   0.  24.  16.  16.  28.  20.  36.  28.  32.]
 [  0.   0.   8.  48.  16.  12.  24.  12.  96.  44.]
 [ 24.   4.  32.   0.  12.  16.  24.  16.  12.  76.]]","[0.22, 0.19, 0.02, 0.15, 0.21, 0.46, 0.13, 0.06, 0.17, 0.15]","[-208, -62, -94, -86, -162, -160, -146, -106, -80, -154]","[0.5102, 0.4, 0.0723, 0.3333, 0.4828, 0.9744, 0.3125, 0.1636, 0.3692, 0.3519]"
520,"[[50.  5.  1.  3.  1.  9. 10.  9.  3.  7.]
 [ 3.  8.  0.  0.  0.  1.  4.  0.  2.  2.]
 [16.  7.  6.  0. 24.  6.  3.  8.  8.  5.]
 [ 6.  4.  5. 20.  6.  3.  3.  4.  7.  2.]
 [ 0.  3.  1.  1. 14.  2.  4.  2.  0.  2.]
 [ 0.  0.  0.  0.  0. 39.  1.  0.  0.  0.]
 [ 0.  0.  1.  0.  3.  1.  5.  1.  4.  1.]
 [ 5.  0.  6.  4.  4.  7.  5.  9.  7.  8.]
 [ 0.  0.  2. 12.  4.  3.  6.  3. 24. 11.]
 [ 6.  1.  8.  0.  3.  4.  6.  4.  3. 19.]]","[[200.  20.   4.  12.   4.  36.  40.  36.  12.  28.]
 [ 12.  32.   0.   0.   0.   4.  16.   0.   8.   8.]
 [ 64.  28.  24.   0.  96.  24.  12.  32.  32.  20.]
 [ 24.  16.  20.  80.  24.  12.  12.  16.  28.   8.]
 [  0.  12.   4.   4.  56.   8.  16.   8.   0.   8.]
 [  0.   0.   0.   0.   0. 156.   4.   0.   0.   0.]
 [  0.   0.   4.   0.  12.   4.  20.   4.  16.   4.]
 [ 20.   0.  24.  16.  16.  28.  20.  36.  28.  32.]
 [  0.   0.   8.  48.  16.  12.  24.  12.  96.  44.]
 [ 24.   4.  32.   0.  12.  16.  24.  16.  12.  76.]]","[0.22, 0.19, 0.02, 0.15, 0.21, 0.46, 0.13, 0.06, 0.17, 0.15]","[-208, -62, -94, -86, -162, -162, -146, -106, -80, -154]","[0.5102, 0.4, 0.0723, 0.3333, 0.4828, 0.975, 0.3125, 0.1636, 0.3692, 0.3519]"
521,"[[50.  5.  1.  3.  1.  9. 10.  9.  3.  7.]
 [ 3.  8.  0.  0.  0.  1.  4.  0.  2.  2.]
 [16.  7.  6.  0. 24.  6.  3.  8.  8.  5.]
 [ 6.  4.  5. 20.  6.  3.  3.  4.  7.  2.]
 [ 0.  3.  1.  1. 14.  2.  4.  2.  0.  2.]
 [ 0.  0.  0.  0.  0. 39.  1.  0.  0.  0.]
 [ 0.  0.  1.  0.  3.  1.  5.  1.  4.  1.]
 [ 5.  0.  6.  4.  4.  7.  5.  9.  7.  8.]
 [ 0.  0.  2. 12.  4.  3.  6.  3. 24. 11.]
 [ 6.  1.  8.  0.  3.  5.  6.  4.  3. 19.]]","[[200.  20.   4.  12.   4.  36.  40.  36.  12.  28.]
 [ 12.  32.   0.   0.   0.   4.  16.   0.   8.   8.]
 [ 64.  28.  24.   0.  96.  24.  12.  32.  32.  20.]
 [ 24.  16.  20.  80.  24.  12.  12.  16.  28.   8.]
 [  0.  12.   4.   4.  56.   8.  16.   8.   0.   8.]
 [  0.   0.   0.   0.   0. 156.   4.   0.   0.   0.]
 [  0.   0.   4.   0.  12.   4.  20.   4.  16.   4.]
 [ 20.   0.  24.  16.  16.  28.  20.  36.  28.  32.]
 [  0.   0.   8.  48.  16.  12.  24.  12.  96.  44.]
 [ 24.   4.  32.   0.  12.  20.  24.  16.  12.  76.]]","[0.22, 0.19, 0.02, 0.15, 0.21, 0.46, 0.13, 0.06, 0.17, 0.14]","[-208, -62, -94, -86, -162, -166, -146, -106, -80, -154]","[0.5102, 0.4, 0.0723, 0.3333, 0.4828, 0.975, 0.3125, 0.1636, 0.3692, 0.3455]"
522,"[[51.  5.  1.  3.  1.  9. 10.  9.  3.  7.]
 [ 3.  8.  0.  0.  0.  1.  4.  0.  2.  2.]
 [16.  7.  6.  0. 24.  6.  3.  8.  8.  5.]
 [ 6.  4.  5. 20.  6.  3.  3.  4.  7.  2.]
 [ 0.  3.  1.  1. 14.  2.  4.  2.  0.  2.]
 [ 0.  0.  0.  0.  0. 39.  1.  0.  0.  0.]
 [ 0.  0.  1.  0.  3.  1.  5.  1.  4.  1.]
 [ 5.  0.  6.  4.  4.  7.  5.  9.  7.  8.]
 [ 0.  0.  2. 12.  4.  3.  6.  3. 24. 11.]
 [ 6.  1.  8.  0.  3.  5.  6.  4.  3. 19.]]","[[204.  20.   4.  12.   4.  36.  40.  36.  12.  28.]
 [ 12.  32.   0.   0.   0.   4.  16.   0.   8.   8.]
 [ 64.  28.  24.   0.  96.  24.  12.  32.  32.  20.]
 [ 24.  16.  20.  80.  24.  12.  12.  16.  28.   8.]
 [  0.  12.   4.   4.  56.   8.  16.   8.   0.   8.]
 [  0.   0.   0.   0.   0. 156.   4.   0.   0.   0.]
 [  0.   0.   4.   0.  12.   4.  20.   4.  16.   4.]
 [ 20.   0.  24.  16.  16.  28.  20.  36.  28.  32.]
 [  0.   0.   8.  48.  16.  12.  24.  12.  96.  44.]
 [ 24.   4.  32.   0.  12.  20.  24.  16.  12.  76.]]","[0.22, 0.19, 0.02, 0.15, 0.21, 0.46, 0.13, 0.06, 0.17, 0.14]","[-210, -62, -94, -86, -162, -166, -146, -106, -80, -154]","[0.5152, 0.4, 0.0723, 0.3333, 0.4828, 0.975, 0.3125, 0.1636, 0.3692, 0.3455]"
523,"[[52.  5.  1.  3.  1.  9. 10.  9.  3.  7.]
 [ 3.  8.  0.  0.  0.  1.  4.  0.  2.  2.]
 [16.  7.  6.  0. 24.  6.  3.  8.  8.  5.]
 [ 6.  4.  5. 20.  6.  3.  3.  4.  7.  2.]
 [ 0.  3.  1.  1. 14.  2.  4.  2.  0.  2.]
 [ 0.  0.  0.  0.  0. 39.  1.  0.  0.  0.]
 [ 0.  0.  1.  0.  3.  1.  5.  1.  4.  1.]
 [ 5.  0.  6.  4.  4.  7.  5.  9.  7.  8.]
 [ 0.  0.  2. 12.  4.  3.  6.  3. 24. 11.]
 [ 6.  1.  8.  0.  3.  5.  6.  4.  3. 19.]]","[[208.  20.   4.  12.   4.  36.  40.  36.  12.  28.]
 [ 12.  32.   0.   0.   0.   4.  16.   0.   8.   8.]
 [ 64.  28.  24.   0.  96.  24.  12.  32.  32.  20.]
 [ 24.  16.  20.  80.  24.  12.  12.  16.  28.   8.]
 [  0.  12.   4.   4.  56.   8.  16.   8.   0.   8.]
 [  0.   0.   0.   0.   0. 156.   4.   0.   0.   0.]
 [  0.   0.   4.   0.  12.   4.  20.   4.  16.   4.]
 [ 20.   0.  24.  16.  16.  28.  20.  36.  28.  32.]
 [  0.   0.   8.  48.  16.  12.  24.  12.  96.  44.]
 [ 24.   4.  32.   0.  12.  20.  24.  16.  12.  76.]]","[0.22, 0.19, 0.02, 0.15, 0.21, 0.46, 0.13, 0.06, 0.17, 0.14]","[-212, -62, -94, -86, -162, -166, -146, -106, -80, -154]","[0.52, 0.4, 0.0723, 0.3333, 0.4828, 0.975, 0.3125, 0.1636, 0.3692, 0.3455]"
524,"[[52.  5.  1.  3.  1.  9. 11.  9.  3.  7.]
 [ 3.  8.  0.  0.  0.  1.  4.  0.  2.  2.]
 [16.  7.  6.  0. 24.  6.  3.  8.  8.  5.]
 [ 6.  4.  5. 20.  6.  3.  3.  4.  7.  2.]
 [ 0.  3.  1.  1. 14.  2.  4.  2.  0.  2.]
 [ 0.  0.  0.  0.  0. 39.  1.  0.  0.  0.]
 [ 0.  0.  1.  0.  3.  1.  5.  1.  4.  1.]
 [ 5.  0.  6.  4.  4.  7.  5.  9.  7.  8.]
 [ 0.  0.  2. 12.  4.  3.  6.  3. 24. 11.]
 [ 6.  1.  8.  0.  3.  5.  6.  4.  3. 19.]]","[[208.  20.   4.  12.   4.  36.  44.  36.  12.  28.]
 [ 12.  32.   0.   0.   0.   4.  16.   0.   8.   8.]
 [ 64.  28.  24.   0.  96.  24.  12.  32.  32.  20.]
 [ 24.  16.  20.  80.  24.  12.  12.  16.  28.   8.]
 [  0.  12.   4.   4.  56.   8.  16.   8.   0.   8.]
 [  0.   0.   0.   0.   0. 156.   4.   0.   0.   0.]
 [  0.   0.   4.   0.  12.   4.  20.   4.  16.   4.]
 [ 20.   0.  24.  16.  16.  28.  20.  36.  28.  32.]
 [  0.   0.   8.  48.  16.  12.  24.  12.  96.  44.]
 [ 24.   4.  32.   0.  12.  20.  24.  16.  12.  76.]]","[0.22, 0.19, 0.02, 0.15, 0.21, 0.46, 0.13, 0.06, 0.17, 0.14]","[-212, -62, -94, -86, -162, -166, -150, -106, -80, -154]","[0.5149, 0.4, 0.0723, 0.3333, 0.4828, 0.975, 0.3125, 0.1636, 0.3692, 0.3455]"
525,"[[52.  5.  1.  3.  1.  9. 11.  9.  3.  7.]
 [ 3.  8.  0.  0.  0.  1.  4.  0.  2.  2.]
 [16.  7.  6.  0. 24.  6.  3.  8.  8.  5.]
 [ 6.  4.  5. 20.  6.  3.  3.  4.  7.  2.]
 [ 0.  3.  1.  1. 15.  2.  4.  2.  0.  2.]
 [ 0.  0.  0.  0.  0. 39.  1.  0.  0.  0.]
 [ 0.  0.  1.  0.  3.  1.  5.  1.  4.  1.]
 [ 5.  0.  6.  4.  4.  7.  5.  9.  7.  8.]
 [ 0.  0.  2. 12.  4.  3.  6.  3. 24. 11.]
 [ 6.  1.  8.  0.  3.  5.  6.  4.  3. 19.]]","[[208.  20.   4.  12.   4.  36.  44.  36.  12.  28.]
 [ 12.  32.   0.   0.   0.   4.  16.   0.   8.   8.]
 [ 64.  28.  24.   0.  96.  24.  12.  32.  32.  20.]
 [ 24.  16.  20.  80.  24.  12.  12.  16.  28.   8.]
 [  0.  12.   4.   4.  60.   8.  16.   8.   0.   8.]
 [  0.   0.   0.   0.   0. 156.   4.   0.   0.   0.]
 [  0.   0.   4.   0.  12.   4.  20.   4.  16.   4.]
 [ 20.   0.  24.  16.  16.  28.  20.  36.  28.  32.]
 [  0.   0.   8.  48.  16.  12.  24.  12.  96.  44.]
 [ 24.   4.  32.   0.  12.  20.  24.  16.  12.  76.]]","[0.22, 0.19, 0.02, 0.15, 0.22, 0.46, 0.13, 0.06, 0.17, 0.14]","[-212, -62, -94, -86, -162, -166, -150, -106, -80, -154]","[0.5149, 0.4, 0.0723, 0.3333, 0.5, 0.975, 0.3125, 0.1636, 0.3692, 0.3455]"
526,"[[52.  5.  1.  3.  1.  9. 11.  9.  3.  7.]
 [ 3.  8.  0.  0.  0.  1.  4.  0.  2.  2.]
 [16.  7.  6.  0. 24.  6.  3.  8.  8.  5.]
 [ 6.  4.  5. 20.  6.  3.  3.  4.  7.  2.]
 [ 0.  3.  2.  1. 15.  2.  4.  2.  0.  2.]
 [ 0.  0.  0.  0.  0. 39.  1.  0.  0.  0.]
 [ 0.  0.  1.  0.  3.  1.  5.  1.  4.  1.]
 [ 5.  0.  6.  4.  4.  7.  5.  9.  7.  8.]
 [ 0.  0.  2. 12.  4.  3.  6.  3. 24. 11.]
 [ 6.  1.  8.  0.  3.  5.  6.  4.  3. 19.]]","[[208.  20.   4.  12.   4.  36.  44.  36.  12.  28.]
 [ 12.  32.   0.   0.   0.   4.  16.   0.   8.   8.]
 [ 64.  28.  24.   0.  96.  24.  12.  32.  32.  20.]
 [ 24.  16.  20.  80.  24.  12.  12.  16.  28.   8.]
 [  0.  12.   8.   4.  60.   8.  16.   8.   0.   8.]
 [  0.   0.   0.   0.   0. 156.   4.   0.   0.   0.]
 [  0.   0.   4.   0.  12.   4.  20.   4.  16.   4.]
 [ 20.   0.  24.  16.  16.  28.  20.  36.  28.  32.]
 [  0.   0.   8.  48.  16.  12.  24.  12.  96.  44.]
 [ 24.   4.  32.   0.  12.  20.  24.  16.  12.  76.]]","[0.22, 0.19, 0.02, 0.15, 0.21, 0.46, 0.13, 0.06, 0.17, 0.14]","[-212, -62, -96, -86, -162, -166, -150, -106, -80, -154]","[0.5149, 0.4, 0.0723, 0.3333, 0.4839, 0.975, 0.3125, 0.1636, 0.3692, 0.3455]"
527,"[[52.  5.  1.  3.  1.  9. 11.  9.  3.  7.]
 [ 3.  8.  0.  0.  0.  1.  4.  0.  2.  2.]
 [16.  7.  6.  0. 24.  6.  3.  8.  8.  5.]
 [ 6.  4.  5. 20.  6.  3.  3.  4.  7.  2.]
 [ 0.  3.  2.  1. 16.  2.  4.  2.  0.  2.]
 [ 0.  0.  0.  0.  0. 39.  1.  0.  0.  0.]
 [ 0.  0.  1.  0.  3.  1.  5.  1.  4.  1.]
 [ 5.  0.  6.  4.  4.  7.  5.  9.  7.  8.]
 [ 0.  0.  2. 12.  4.  3.  6.  3. 24. 11.]
 [ 6.  1.  8.  0.  3.  5.  6.  4.  3. 19.]]","[[208.  20.   4.  12.   4.  36.  44.  36.  12.  28.]
 [ 12.  32.   0.   0.   0.   4.  16.   0.   8.   8.]
 [ 64.  28.  24.   0.  96.  24.  12.  32.  32.  20.]
 [ 24.  16.  20.  80.  24.  12.  12.  16.  28.   8.]
 [  0.  12.   8.   4.  64.   8.  16.   8.   0.   8.]
 [  0.   0.   0.   0.   0. 156.   4.   0.   0.   0.]
 [  0.   0.   4.   0.  12.   4.  20.   4.  16.   4.]
 [ 20.   0.  24.  16.  16.  28.  20.  36.  28.  32.]
 [  0.   0.   8.  48.  16.  12.  24.  12.  96.  44.]
 [ 24.   4.  32.   0.  12.  20.  24.  16.  12.  76.]]","[0.22, 0.19, 0.02, 0.15, 0.22, 0.46, 0.13, 0.06, 0.17, 0.14]","[-212, -62, -96, -86, -160, -166, -150, -106, -80, -154]","[0.5149, 0.4, 0.0723, 0.3333, 0.5, 0.975, 0.3125, 0.1636, 0.3692, 0.3455]"
528,"[[52.  5.  1.  3.  1.  9. 11.  9.  3.  7.]
 [ 3.  8.  0.  0.  0.  1.  4.  0.  2.  2.]
 [16.  7.  6.  0. 24.  6.  3.  8.  8.  5.]
 [ 6.  4.  5. 20.  6.  3.  3.  4.  7.  2.]
 [ 0.  3.  2.  1. 16.  2.  5.  2.  0.  2.]
 [ 0.  0.  0.  0.  0. 39.  1.  0.  0.  0.]
 [ 0.  0.  1.  0.  3.  1.  5.  1.  4.  1.]
 [ 5.  0.  6.  4.  4.  7.  5.  9.  7.  8.]
 [ 0.  0.  2. 12.  4.  3.  6.  3. 24. 11.]
 [ 6.  1.  8.  0.  3.  5.  6.  4.  3. 19.]]","[[208.  20.   4.  12.   4.  36.  44.  36.  12.  28.]
 [ 12.  32.   0.   0.   0.   4.  16.   0.   8.   8.]
 [ 64.  28.  24.   0.  96.  24.  12.  32.  32.  20.]
 [ 24.  16.  20.  80.  24.  12.  12.  16.  28.   8.]
 [  0.  12.   8.   4.  64.   8.  20.   8.   0.   8.]
 [  0.   0.   0.   0.   0. 156.   4.   0.   0.   0.]
 [  0.   0.   4.   0.  12.   4.  20.   4.  16.   4.]
 [ 20.   0.  24.  16.  16.  28.  20.  36.  28.  32.]
 [  0.   0.   8.  48.  16.  12.  24.  12.  96.  44.]
 [ 24.   4.  32.   0.  12.  20.  24.  16.  12.  76.]]","[0.22, 0.19, 0.02, 0.15, 0.21, 0.46, 0.13, 0.06, 0.17, 0.14]","[-212, -62, -96, -86, -160, -166, -154, -106, -80, -154]","[0.5149, 0.4, 0.0723, 0.3333, 0.4848, 0.975, 0.3125, 0.1636, 0.3692, 0.3455]"
529,"[[52.  5.  1.  3.  1.  9. 11.  9.  3.  7.]
 [ 3.  8.  0.  0.  0.  1.  4.  0.  2.  2.]
 [16.  7.  6.  0. 24.  6.  3.  8.  8.  5.]
 [ 6.  4.  5. 20.  6.  3.  3.  4.  7.  2.]
 [ 0.  3.  2.  1. 16.  2.  5.  2.  0.  2.]
 [ 0.  0.  0.  0.  0. 39.  1.  0.  0.  0.]
 [ 0.  0.  1.  0.  3.  1.  5.  1.  4.  1.]
 [ 5.  0.  6.  4.  4.  7.  5.  9.  7.  8.]
 [ 0.  0.  2. 12.  4.  3.  6.  3. 24. 11.]
 [ 6.  1.  8.  0.  3.  5.  6.  5.  3. 19.]]","[[208.  20.   4.  12.   4.  36.  44.  36.  12.  28.]
 [ 12.  32.   0.   0.   0.   4.  16.   0.   8.   8.]
 [ 64.  28.  24.   0.  96.  24.  12.  32.  32.  20.]
 [ 24.  16.  20.  80.  24.  12.  12.  16.  28.   8.]
 [  0.  12.   8.   4.  64.   8.  20.   8.   0.   8.]
 [  0.   0.   0.   0.   0. 156.   4.   0.   0.   0.]
 [  0.   0.   4.   0.  12.   4.  20.   4.  16.   4.]
 [ 20.   0.  24.  16.  16.  28.  20.  36.  28.  32.]
 [  0.   0.   8.  48.  16.  12.  24.  12.  96.  44.]
 [ 24.   4.  32.   0.  12.  20.  24.  20.  12.  76.]]","[0.22, 0.19, 0.02, 0.15, 0.21, 0.46, 0.13, 0.06, 0.17, 0.14]","[-212, -62, -96, -86, -160, -166, -154, -110, -80, -154]","[0.5149, 0.4, 0.0723, 0.3333, 0.4848, 0.975, 0.3125, 0.1636, 0.3692, 0.3393]"
530,"[[52.  5.  1.  3.  2.  9. 11.  9.  3.  7.]
 [ 3.  8.  0.  0.  0.  1.  4.  0.  2.  2.]
 [16.  7.  6.  0. 24.  6.  3.  8.  8.  5.]
 [ 6.  4.  5. 20.  6.  3.  3.  4.  7.  2.]
 [ 0.  3.  2.  1. 16.  2.  5.  2.  0.  2.]
 [ 0.  0.  0.  0.  0. 39.  1.  0.  0.  0.]
 [ 0.  0.  1.  0.  3.  1.  5.  1.  4.  1.]
 [ 5.  0.  6.  4.  4.  7.  5.  9.  7.  8.]
 [ 0.  0.  2. 12.  4.  3.  6.  3. 24. 11.]
 [ 6.  1.  8.  0.  3.  5.  6.  5.  3. 19.]]","[[208.  20.   4.  12.   8.  36.  44.  36.  12.  28.]
 [ 12.  32.   0.   0.   0.   4.  16.   0.   8.   8.]
 [ 64.  28.  24.   0.  96.  24.  12.  32.  32.  20.]
 [ 24.  16.  20.  80.  24.  12.  12.  16.  28.   8.]
 [  0.  12.   8.   4.  64.   8.  20.   8.   0.   8.]
 [  0.   0.   0.   0.   0. 156.   4.   0.   0.   0.]
 [  0.   0.   4.   0.  12.   4.  20.   4.  16.   4.]
 [ 20.   0.  24.  16.  16.  28.  20.  36.  28.  32.]
 [  0.   0.   8.  48.  16.  12.  24.  12.  96.  44.]
 [ 24.   4.  32.   0.  12.  20.  24.  20.  12.  76.]]","[0.21, 0.19, 0.02, 0.15, 0.21, 0.46, 0.13, 0.06, 0.17, 0.14]","[-212, -62, -96, -86, -164, -166, -154, -110, -80, -154]","[0.5098, 0.4, 0.0723, 0.3333, 0.4848, 0.975, 0.3125, 0.1636, 0.3692, 0.3393]"
