iteration,cm,cm_ratings,reputations,rating_scores,accuracies
424,"[[30. 13.  2.  5.  4.  3. 15.  1.  0. 14.]
 [ 0.  8.  0.  0.  1.  0.  1.  0.  2.  0.]
 [ 0.  0. 36.  1.  4. 11.  0.  9.  2.  0.]
 [ 8.  6.  4. 14.  2.  7.  0.  0.  3.  1.]
 [ 0.  0.  0.  2. 15.  2.  2.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 32.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  3.]
 [ 1.  2. 10.  3.  2.  2.  1. 16.  7.  3.]
 [ 7.  3.  9.  4.  0.  2.  1.  4. 21.  1.]
 [ 3.  3.  8.  2.  8.  0.  3.  0.  5. 16.]]","[[120.  52.   8.  20.  16.  12.  60.   4.   0.  56.]
 [  0.  32.   0.   0.   4.   0.   4.   0.   8.   0.]
 [  0.   0. 144.   4.  16.  44.   0.  36.   8.   0.]
 [ 32.  24.  16.  56.   8.  28.   0.   0.  12.   4.]
 [  0.   0.   0.   8.  60.   8.   8.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 128.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.  12.]
 [  4.   8.  40.  12.   8.   8.   4.  64.  28.  12.]
 [ 28.  12.  36.  16.   0.   8.   4.  16.  84.   4.]
 [ 12.  12.  32.   8.  32.   0.  12.   0.  20.  64.]]","[0.14, 0.31, 0.25, 0.14, 0.31, 0.43, 0.15, 0.16, 0.19, 0.14]","[-118, -94, -170, -84, -84, -118, -70, -50, -48, -96]","[0.3448, 0.6667, 0.5714, 0.3111, 0.6522, 0.9143, 0.3333, 0.3404, 0.4038, 0.3333]"
425,"[[30. 13.  2.  5.  4.  3. 15.  1.  0. 14.]
 [ 0.  8.  0.  0.  1.  0.  1.  0.  2.  0.]
 [ 0.  0. 36.  1.  4. 11.  0.  9.  2.  0.]
 [ 8.  6.  4. 14.  2.  7.  0.  0.  3.  2.]
 [ 0.  0.  0.  2. 15.  2.  2.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 32.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  3.]
 [ 1.  2. 10.  3.  2.  2.  1. 16.  7.  3.]
 [ 7.  3.  9.  4.  0.  2.  1.  4. 21.  1.]
 [ 3.  3.  8.  2.  8.  0.  3.  0.  5. 16.]]","[[120.  52.   8.  20.  16.  12.  60.   4.   0.  56.]
 [  0.  32.   0.   0.   4.   0.   4.   0.   8.   0.]
 [  0.   0. 144.   4.  16.  44.   0.  36.   8.   0.]
 [ 32.  24.  16.  56.   8.  28.   0.   0.  12.   8.]
 [  0.   0.   0.   8.  60.   8.   8.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 128.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.  12.]
 [  4.   8.  40.  12.   8.   8.   4.  64.  28.  12.]
 [ 28.  12.  36.  16.   0.   8.   4.  16.  84.   4.]
 [ 12.  12.  32.   8.  32.   0.  12.   0.  20.  64.]]","[0.14, 0.31, 0.25, 0.13, 0.31, 0.43, 0.15, 0.16, 0.19, 0.14]","[-118, -94, -170, -84, -84, -118, -70, -50, -48, -100]","[0.3448, 0.6667, 0.5714, 0.3043, 0.6522, 0.9143, 0.3333, 0.3404, 0.4038, 0.3333]"
426,"[[30. 13.  2.  5.  4.  3. 15.  1.  0. 14.]
 [ 0.  8.  0.  0.  1.  0.  1.  0.  2.  0.]
 [ 0.  0. 36.  1.  4. 11.  0.  9.  2.  0.]
 [ 8.  6.  5. 14.  2.  7.  0.  0.  3.  2.]
 [ 0.  0.  0.  2. 15.  2.  2.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 32.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  3.]
 [ 1.  2. 10.  3.  2.  2.  1. 16.  7.  3.]
 [ 7.  3.  9.  4.  0.  2.  1.  4. 21.  1.]
 [ 3.  3.  8.  2.  8.  0.  3.  0.  5. 16.]]","[[120.  52.   8.  20.  16.  12.  60.   4.   0.  56.]
 [  0.  32.   0.   0.   4.   0.   4.   0.   8.   0.]
 [  0.   0. 144.   4.  16.  44.   0.  36.   8.   0.]
 [ 32.  24.  20.  56.   8.  28.   0.   0.  12.   8.]
 [  0.   0.   0.   8.  60.   8.   8.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 128.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.  12.]
 [  4.   8.  40.  12.   8.   8.   4.  64.  28.  12.]
 [ 28.  12.  36.  16.   0.   8.   4.  16.  84.   4.]
 [ 12.  12.  32.   8.  32.   0.  12.   0.  20.  64.]]","[0.14, 0.31, 0.24, 0.13, 0.31, 0.43, 0.15, 0.16, 0.19, 0.14]","[-118, -94, -174, -84, -84, -118, -70, -50, -48, -100]","[0.3448, 0.6667, 0.5714, 0.2979, 0.6522, 0.9143, 0.3333, 0.3404, 0.4038, 0.3333]"
427,"[[30. 13.  2.  5.  4.  3. 15.  1.  0. 14.]
 [ 0.  9.  0.  0.  1.  0.  1.  0.  2.  0.]
 [ 0.  0. 36.  1.  4. 11.  0.  9.  2.  0.]
 [ 8.  6.  5. 14.  2.  7.  0.  0.  3.  2.]
 [ 0.  0.  0.  2. 15.  2.  2.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 32.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  3.]
 [ 1.  2. 10.  3.  2.  2.  1. 16.  7.  3.]
 [ 7.  3.  9.  4.  0.  2.  1.  4. 21.  1.]
 [ 3.  3.  8.  2.  8.  0.  3.  0.  5. 16.]]","[[120.  52.   8.  20.  16.  12.  60.   4.   0.  56.]
 [  0.  36.   0.   0.   4.   0.   4.   0.   8.   0.]
 [  0.   0. 144.   4.  16.  44.   0.  36.   8.   0.]
 [ 32.  24.  20.  56.   8.  28.   0.   0.  12.   8.]
 [  0.   0.   0.   8.  60.   8.   8.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 128.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.  12.]
 [  4.   8.  40.  12.   8.   8.   4.  64.  28.  12.]
 [ 28.  12.  36.  16.   0.   8.   4.  16.  84.   4.]
 [ 12.  12.  32.   8.  32.   0.  12.   0.  20.  64.]]","[0.14, 0.32, 0.24, 0.13, 0.31, 0.43, 0.15, 0.16, 0.19, 0.14]","[-118, -96, -174, -84, -84, -118, -70, -50, -48, -100]","[0.3448, 0.6923, 0.5714, 0.2979, 0.6522, 0.9143, 0.3333, 0.3404, 0.4038, 0.3333]"
428,"[[30. 13.  2.  5.  4.  3. 15.  1.  0. 14.]
 [ 0.  9.  0.  0.  1.  0.  1.  0.  2.  0.]
 [ 0.  0. 36.  1.  4. 11.  0.  9.  2.  0.]
 [ 8.  6.  5. 14.  2.  7.  0.  0.  3.  2.]
 [ 0.  0.  0.  2. 15.  2.  2.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 32.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  3.]
 [ 1.  2. 11.  3.  2.  2.  1. 16.  7.  3.]
 [ 7.  3.  9.  4.  0.  2.  1.  4. 21.  1.]
 [ 3.  3.  8.  2.  8.  0.  3.  0.  5. 16.]]","[[120.  52.   8.  20.  16.  12.  60.   4.   0.  56.]
 [  0.  36.   0.   0.   4.   0.   4.   0.   8.   0.]
 [  0.   0. 144.   4.  16.  44.   0.  36.   8.   0.]
 [ 32.  24.  20.  56.   8.  28.   0.   0.  12.   8.]
 [  0.   0.   0.   8.  60.   8.   8.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 128.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.  12.]
 [  4.   8.  44.  12.   8.   8.   4.  64.  28.  12.]
 [ 28.  12.  36.  16.   0.   8.   4.  16.  84.   4.]
 [ 12.  12.  32.   8.  32.   0.  12.   0.  20.  64.]]","[0.14, 0.32, 0.24, 0.13, 0.31, 0.43, 0.15, 0.15, 0.19, 0.14]","[-118, -96, -178, -84, -84, -118, -70, -50, -48, -100]","[0.3448, 0.6923, 0.5714, 0.2979, 0.6522, 0.9143, 0.3333, 0.3333, 0.4038, 0.3333]"
429,"[[30. 13.  2.  5.  4.  3. 15.  1.  0. 14.]
 [ 0.  9.  0.  0.  1.  0.  1.  0.  2.  0.]
 [ 0.  0. 36.  1.  4. 11.  0.  9.  2.  0.]
 [ 8.  6.  5. 14.  2.  7.  0.  0.  3.  2.]
 [ 0.  0.  0.  2. 15.  2.  2.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 32.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  3.]
 [ 1.  2. 11.  3.  2.  2.  1. 17.  7.  3.]
 [ 7.  3.  9.  4.  0.  2.  1.  4. 21.  1.]
 [ 3.  3.  8.  2.  8.  0.  3.  0.  5. 16.]]","[[120.  52.   8.  20.  16.  12.  60.   4.   0.  56.]
 [  0.  36.   0.   0.   4.   0.   4.   0.   8.   0.]
 [  0.   0. 144.   4.  16.  44.   0.  36.   8.   0.]
 [ 32.  24.  20.  56.   8.  28.   0.   0.  12.   8.]
 [  0.   0.   0.   8.  60.   8.   8.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 128.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.  12.]
 [  4.   8.  44.  12.   8.   8.   4.  68.  28.  12.]
 [ 28.  12.  36.  16.   0.   8.   4.  16.  84.   4.]
 [ 12.  12.  32.   8.  32.   0.  12.   0.  20.  64.]]","[0.14, 0.32, 0.24, 0.13, 0.31, 0.43, 0.15, 0.16, 0.19, 0.14]","[-118, -96, -178, -84, -84, -118, -70, -50, -48, -100]","[0.3448, 0.6923, 0.5714, 0.2979, 0.6522, 0.9143, 0.3333, 0.3469, 0.4038, 0.3333]"
430,"[[30. 13.  2.  5.  4.  3. 15.  1.  0. 14.]
 [ 0.  9.  0.  0.  1.  0.  1.  0.  2.  0.]
 [ 0.  0. 36.  1.  4. 11.  0.  9.  2.  0.]
 [ 8.  6.  5. 14.  2.  7.  0.  0.  3.  2.]
 [ 0.  0.  0.  2. 15.  2.  2.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 33.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  3.]
 [ 1.  2. 11.  3.  2.  2.  1. 17.  7.  3.]
 [ 7.  3.  9.  4.  0.  2.  1.  4. 21.  1.]
 [ 3.  3.  8.  2.  8.  0.  3.  0.  5. 16.]]","[[120.  52.   8.  20.  16.  12.  60.   4.   0.  56.]
 [  0.  36.   0.   0.   4.   0.   4.   0.   8.   0.]
 [  0.   0. 144.   4.  16.  44.   0.  36.   8.   0.]
 [ 32.  24.  20.  56.   8.  28.   0.   0.  12.   8.]
 [  0.   0.   0.   8.  60.   8.   8.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 132.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.  12.]
 [  4.   8.  44.  12.   8.   8.   4.  68.  28.  12.]
 [ 28.  12.  36.  16.   0.   8.   4.  16.  84.   4.]
 [ 12.  12.  32.   8.  32.   0.  12.   0.  20.  64.]]","[0.14, 0.32, 0.24, 0.13, 0.31, 0.43, 0.15, 0.16, 0.19, 0.14]","[-118, -96, -178, -84, -84, -120, -70, -50, -48, -100]","[0.3448, 0.6923, 0.5714, 0.2979, 0.6522, 0.9167, 0.3333, 0.3469, 0.4038, 0.3333]"
431,"[[30. 13.  2.  5.  4.  3. 15.  1.  0. 14.]
 [ 0.  9.  0.  0.  1.  0.  1.  0.  2.  0.]
 [ 0.  0. 36.  1.  4. 11.  0.  9.  2.  0.]
 [ 8.  6.  5. 14.  2.  7.  0.  0.  3.  2.]
 [ 0.  0.  0.  2. 15.  2.  2.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 33.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  3.]
 [ 1.  2. 11.  3.  2.  2.  1. 17.  8.  3.]
 [ 7.  3.  9.  4.  0.  2.  1.  4. 21.  1.]
 [ 3.  3.  8.  2.  8.  0.  3.  0.  5. 16.]]","[[120.  52.   8.  20.  16.  12.  60.   4.   0.  56.]
 [  0.  36.   0.   0.   4.   0.   4.   0.   8.   0.]
 [  0.   0. 144.   4.  16.  44.   0.  36.   8.   0.]
 [ 32.  24.  20.  56.   8.  28.   0.   0.  12.   8.]
 [  0.   0.   0.   8.  60.   8.   8.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 132.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.  12.]
 [  4.   8.  44.  12.   8.   8.   4.  68.  32.  12.]
 [ 28.  12.  36.  16.   0.   8.   4.  16.  84.   4.]
 [ 12.  12.  32.   8.  32.   0.  12.   0.  20.  64.]]","[0.15, 0.32, 0.24, 0.13, 0.31, 0.43, 0.15, 0.16, 0.19, 0.14]","[-118, -96, -178, -84, -84, -120, -70, -50, -52, -100]","[0.3448, 0.6923, 0.5714, 0.2979, 0.6522, 0.9167, 0.3333, 0.34, 0.4038, 0.3333]"
432,"[[30. 13.  2.  5.  4.  3. 15.  1.  0. 14.]
 [ 0.  9.  0.  0.  1.  0.  1.  0.  2.  0.]
 [ 0.  0. 36.  1.  4. 11.  0.  9.  2.  0.]
 [ 8.  6.  5. 14.  2.  7.  0.  0.  3.  2.]
 [ 0.  0.  0.  2. 15.  2.  2.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 33.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  3.]
 [ 1.  2. 11.  3.  2.  2.  1. 17.  8.  3.]
 [ 7.  3.  9.  4.  0.  2.  1.  4. 22.  1.]
 [ 3.  3.  8.  2.  8.  0.  3.  0.  5. 16.]]","[[120.  52.   8.  20.  16.  12.  60.   4.   0.  56.]
 [  0.  36.   0.   0.   4.   0.   4.   0.   8.   0.]
 [  0.   0. 144.   4.  16.  44.   0.  36.   8.   0.]
 [ 32.  24.  20.  56.   8.  28.   0.   0.  12.   8.]
 [  0.   0.   0.   8.  60.   8.   8.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 132.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.  12.]
 [  4.   8.  44.  12.   8.   8.   4.  68.  32.  12.]
 [ 28.  12.  36.  16.   0.   8.   4.  16.  88.   4.]
 [ 12.  12.  32.   8.  32.   0.  12.   0.  20.  64.]]","[0.15, 0.32, 0.24, 0.13, 0.31, 0.43, 0.15, 0.16, 0.2, 0.14]","[-118, -96, -178, -84, -84, -120, -70, -50, -50, -100]","[0.3448, 0.6923, 0.5714, 0.2979, 0.6522, 0.9167, 0.3333, 0.34, 0.4151, 0.3333]"
433,"[[30. 13.  2.  5.  4.  3. 15.  1.  0. 14.]
 [ 0.  9.  0.  0.  1.  0.  1.  0.  2.  0.]
 [ 0.  0. 37.  1.  4. 11.  0.  9.  2.  0.]
 [ 8.  6.  5. 14.  2.  7.  0.  0.  3.  2.]
 [ 0.  0.  0.  2. 15.  2.  2.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 33.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  3.]
 [ 1.  2. 11.  3.  2.  2.  1. 17.  8.  3.]
 [ 7.  3.  9.  4.  0.  2.  1.  4. 22.  1.]
 [ 3.  3.  8.  2.  8.  0.  3.  0.  5. 16.]]","[[120.  52.   8.  20.  16.  12.  60.   4.   0.  56.]
 [  0.  36.   0.   0.   4.   0.   4.   0.   8.   0.]
 [  0.   0. 148.   4.  16.  44.   0.  36.   8.   0.]
 [ 32.  24.  20.  56.   8.  28.   0.   0.  12.   8.]
 [  0.   0.   0.   8.  60.   8.   8.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 132.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.  12.]
 [  4.   8.  44.  12.   8.   8.   4.  68.  32.  12.]
 [ 28.  12.  36.  16.   0.   8.   4.  16.  88.   4.]
 [ 12.  12.  32.   8.  32.   0.  12.   0.  20.  64.]]","[0.15, 0.32, 0.25, 0.13, 0.31, 0.43, 0.15, 0.16, 0.2, 0.14]","[-118, -96, -180, -84, -84, -120, -70, -50, -50, -100]","[0.3448, 0.6923, 0.5781, 0.2979, 0.6522, 0.9167, 0.3333, 0.34, 0.4151, 0.3333]"
434,"[[30. 13.  2.  5.  4.  3. 15.  1.  0. 14.]
 [ 0.  9.  0.  0.  1.  0.  1.  0.  2.  0.]
 [ 0.  0. 37.  1.  4. 11.  0.  9.  2.  0.]
 [ 8.  6.  5. 14.  2.  7.  0.  0.  3.  2.]
 [ 0.  0.  0.  2. 15.  2.  2.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 33.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  3.]
 [ 1.  2. 11.  3.  2.  2.  1. 17.  8.  3.]
 [ 7.  3.  9.  4.  0.  2.  1.  4. 23.  1.]
 [ 3.  3.  8.  2.  8.  0.  3.  0.  5. 16.]]","[[120.  52.   8.  20.  16.  12.  60.   4.   0.  56.]
 [  0.  36.   0.   0.   4.   0.   4.   0.   8.   0.]
 [  0.   0. 148.   4.  16.  44.   0.  36.   8.   0.]
 [ 32.  24.  20.  56.   8.  28.   0.   0.  12.   8.]
 [  0.   0.   0.   8.  60.   8.   8.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 132.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.  12.]
 [  4.   8.  44.  12.   8.   8.   4.  68.  32.  12.]
 [ 28.  12.  36.  16.   0.   8.   4.  16.  92.   4.]
 [ 12.  12.  32.   8.  32.   0.  12.   0.  20.  64.]]","[0.15, 0.32, 0.25, 0.13, 0.31, 0.43, 0.15, 0.16, 0.2, 0.14]","[-118, -96, -180, -84, -84, -120, -70, -50, -46, -100]","[0.3448, 0.6923, 0.5781, 0.2979, 0.6522, 0.9167, 0.3333, 0.34, 0.4259, 0.3333]"
435,"[[30. 13.  2.  5.  4.  3. 15.  1.  0. 14.]
 [ 0. 10.  0.  0.  1.  0.  1.  0.  2.  0.]
 [ 0.  0. 37.  1.  4. 11.  0.  9.  2.  0.]
 [ 8.  6.  5. 14.  2.  7.  0.  0.  3.  2.]
 [ 0.  0.  0.  2. 15.  2.  2.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 33.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  3.]
 [ 1.  2. 11.  3.  2.  2.  1. 17.  8.  3.]
 [ 7.  3.  9.  4.  0.  2.  1.  4. 23.  1.]
 [ 3.  3.  8.  2.  8.  0.  3.  0.  5. 16.]]","[[120.  52.   8.  20.  16.  12.  60.   4.   0.  56.]
 [  0.  40.   0.   0.   4.   0.   4.   0.   8.   0.]
 [  0.   0. 148.   4.  16.  44.   0.  36.   8.   0.]
 [ 32.  24.  20.  56.   8.  28.   0.   0.  12.   8.]
 [  0.   0.   0.   8.  60.   8.   8.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 132.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.  12.]
 [  4.   8.  44.  12.   8.   8.   4.  68.  32.  12.]
 [ 28.  12.  36.  16.   0.   8.   4.  16.  92.   4.]
 [ 12.  12.  32.   8.  32.   0.  12.   0.  20.  64.]]","[0.15, 0.34, 0.25, 0.13, 0.31, 0.43, 0.15, 0.16, 0.2, 0.14]","[-118, -96, -180, -84, -84, -120, -70, -50, -46, -100]","[0.3448, 0.7143, 0.5781, 0.2979, 0.6522, 0.9167, 0.3333, 0.34, 0.4259, 0.3333]"
436,"[[30. 13.  2.  5.  4.  3. 15.  1.  0. 14.]
 [ 0. 10.  0.  0.  1.  0.  1.  0.  2.  0.]
 [ 0.  0. 37.  1.  4. 11.  0.  9.  2.  0.]
 [ 8.  6.  5. 14.  2.  7.  0.  0.  3.  2.]
 [ 0.  0.  0.  2. 15.  2.  2.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 33.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  3.]
 [ 1.  2. 11.  3.  2.  2.  1. 17.  8.  3.]
 [ 7.  3.  9.  4.  0.  2.  2.  4. 23.  1.]
 [ 3.  3.  8.  2.  8.  0.  3.  0.  5. 16.]]","[[120.  52.   8.  20.  16.  12.  60.   4.   0.  56.]
 [  0.  40.   0.   0.   4.   0.   4.   0.   8.   0.]
 [  0.   0. 148.   4.  16.  44.   0.  36.   8.   0.]
 [ 32.  24.  20.  56.   8.  28.   0.   0.  12.   8.]
 [  0.   0.   0.   8.  60.   8.   8.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 132.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.  12.]
 [  4.   8.  44.  12.   8.   8.   4.  68.  32.  12.]
 [ 28.  12.  36.  16.   0.   8.   8.  16.  92.   4.]
 [ 12.  12.  32.   8.  32.   0.  12.   0.  20.  64.]]","[0.15, 0.34, 0.25, 0.13, 0.31, 0.43, 0.15, 0.16, 0.2, 0.14]","[-118, -96, -180, -84, -84, -120, -74, -50, -46, -100]","[0.3448, 0.7143, 0.5781, 0.2979, 0.6522, 0.9167, 0.3333, 0.34, 0.4182, 0.3333]"
437,"[[30. 13.  2.  5.  4.  3. 15.  1.  0. 14.]
 [ 0. 10.  0.  0.  1.  0.  1.  0.  2.  0.]
 [ 0.  0. 37.  1.  4. 11.  0.  9.  2.  0.]
 [ 8.  6.  5. 14.  2.  7.  0.  0.  3.  2.]
 [ 0.  0.  0.  2. 15.  2.  2.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 33.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  3.]
 [ 1.  2. 11.  3.  2.  2.  1. 17.  8.  3.]
 [ 7.  3. 10.  4.  0.  2.  2.  4. 23.  1.]
 [ 3.  3.  8.  2.  8.  0.  3.  0.  5. 16.]]","[[120.  52.   8.  20.  16.  12.  60.   4.   0.  56.]
 [  0.  40.   0.   0.   4.   0.   4.   0.   8.   0.]
 [  0.   0. 148.   4.  16.  44.   0.  36.   8.   0.]
 [ 32.  24.  20.  56.   8.  28.   0.   0.  12.   8.]
 [  0.   0.   0.   8.  60.   8.   8.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 132.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.  12.]
 [  4.   8.  44.  12.   8.   8.   4.  68.  32.  12.]
 [ 28.  12.  40.  16.   0.   8.   8.  16.  92.   4.]
 [ 12.  12.  32.   8.  32.   0.  12.   0.  20.  64.]]","[0.15, 0.34, 0.25, 0.13, 0.31, 0.43, 0.15, 0.16, 0.19, 0.14]","[-118, -96, -184, -84, -84, -120, -74, -50, -46, -100]","[0.3448, 0.7143, 0.5781, 0.2979, 0.6522, 0.9167, 0.3333, 0.34, 0.4107, 0.3333]"
438,"[[30. 13.  2.  5.  4.  3. 15.  1.  0. 14.]
 [ 0. 10.  0.  0.  1.  0.  1.  0.  2.  0.]
 [ 0.  0. 37.  1.  4. 11.  0.  9.  2.  0.]
 [ 8.  6.  5. 14.  2.  7.  0.  0.  3.  2.]
 [ 0.  0.  0.  2. 15.  2.  2.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 33.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  3.]
 [ 1.  2. 11.  3.  2.  2.  1. 17.  8.  3.]
 [ 7.  3. 10.  4.  0.  2.  2.  4. 24.  1.]
 [ 3.  3.  8.  2.  8.  0.  3.  0.  5. 16.]]","[[120.  52.   8.  20.  16.  12.  60.   4.   0.  56.]
 [  0.  40.   0.   0.   4.   0.   4.   0.   8.   0.]
 [  0.   0. 148.   4.  16.  44.   0.  36.   8.   0.]
 [ 32.  24.  20.  56.   8.  28.   0.   0.  12.   8.]
 [  0.   0.   0.   8.  60.   8.   8.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 132.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.  12.]
 [  4.   8.  44.  12.   8.   8.   4.  68.  32.  12.]
 [ 28.  12.  40.  16.   0.   8.   8.  16.  96.   4.]
 [ 12.  12.  32.   8.  32.   0.  12.   0.  20.  64.]]","[0.15, 0.34, 0.25, 0.13, 0.31, 0.43, 0.15, 0.16, 0.2, 0.14]","[-118, -96, -184, -84, -84, -120, -74, -50, -46, -100]","[0.3448, 0.7143, 0.5781, 0.2979, 0.6522, 0.9167, 0.3333, 0.34, 0.4211, 0.3333]"
439,"[[30. 13.  2.  5.  4.  3. 15.  1.  0. 14.]
 [ 0. 10.  0.  0.  1.  0.  1.  0.  2.  0.]
 [ 0.  0. 37.  1.  4. 11.  0.  9.  2.  0.]
 [ 8.  6.  5. 14.  2.  7.  0.  0.  3.  2.]
 [ 0.  0.  0.  2. 15.  2.  2.  0.  2.  0.]
 [ 0.  0.  0.  0.  0. 33.  0.  1.  2.  0.]
 [ 1.  0.  0.  2.  0.  0.  4.  2.  0.  3.]
 [ 1.  2. 11.  3.  2.  2.  1. 17.  8.  3.]
 [ 7.  3. 11.  4.  0.  2.  2.  4. 24.  1.]
 [ 3.  3.  8.  2.  8.  0.  3.  0.  5. 16.]]","[[120.  52.   8.  20.  16.  12.  60.   4.   0.  56.]
 [  0.  40.   0.   0.   4.   0.   4.   0.   8.   0.]
 [  0.   0. 148.   4.  16.  44.   0.  36.   8.   0.]
 [ 32.  24.  20.  56.   8.  28.   0.   0.  12.   8.]
 [  0.   0.   0.   8.  60.   8.   8.   0.   8.   0.]
 [  0.   0.   0.   0.   0. 132.   0.   4.   8.   0.]
 [  4.   0.   0.   8.   0.   0.  16.   8.   0.  12.]
 [  4.   8.  44.  12.   8.   8.   4.  68.  32.  12.]
 [ 28.  12.  44.  16.   0.   8.   8.  16.  96.   4.]
 [ 12.  12.  32.   8.  32.   0.  12.   0.  20.  64.]]","[0.15, 0.34, 0.25, 0.13, 0.31, 0.43, 0.15, 0.16, 0.2, 0.14]","[-118, -96, -188, -84, -84, -120, -74, -50, -46, -100]","[0.3448, 0.7143, 0.5781, 0.2979, 0.6522, 0.9167, 0.3333, 0.34, 0.4138, 0.3333]"
