iteration,cm,cm_ratings,reputations,rating_scores,accuracies
132,"[[ 4.  1.  9.  0.  2.  0.  1.  5.  0.  0.]
 [ 0.  4.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 1.  0.  7.  0.  0.  0.  2.  2.  4.  0.]
 [ 0.  0.  0. 10.  0.  0.  0.  1.  3.  0.]
 [ 1.  0.  1.  0.  1.  0.  0.  1.  0.  0.]
 [ 0.  1.  4.  6.  0.  2.  1.  2.  2.  3.]
 [ 2.  0.  0.  0.  3.  0.  2.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  7.  0.  0.]
 [ 0.  1.  3.  0.  2.  0.  2.  1. 16.  0.]
 [ 1.  2.  0.  1.  1.  0.  1.  0.  0.  5.]]","[[16.  4. 36.  0.  8.  0.  4. 20.  0.  0.]
 [ 0. 16.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 4.  0. 28.  0.  0.  0.  8.  8. 16.  0.]
 [ 0.  0.  0. 40.  0.  0.  0.  4. 12.  0.]
 [ 4.  0.  4.  0.  4.  0.  0.  4.  0.  0.]
 [ 0.  4. 16. 24.  0.  8.  4.  8.  8. 12.]
 [ 8.  0.  0.  0. 12.  0.  8.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 28.  0.  0.]
 [ 0.  4. 12.  0.  8.  0.  8.  4. 64.  0.]
 [ 4.  8.  0.  4.  4.  0.  4.  0.  0. 20.]]","[0.07, 0.49, 0.17, 0.33, 0.1, 0.05, 0.1, 0.46, 0.31, 0.22]","[-22, -18, -64, -32, -34, 2, -28, -58, -8, -14]","[0.1818, 1.0, 0.4375, 0.7143, 0.25, 0.0952, 0.25, 1.0, 0.64, 0.4545]"
133,"[[ 4.  1.  9.  0.  2.  0.  1.  5.  0.  0.]
 [ 0.  4.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 1.  1.  7.  0.  0.  0.  2.  2.  4.  0.]
 [ 0.  0.  0. 10.  0.  0.  0.  1.  3.  0.]
 [ 1.  0.  1.  0.  1.  0.  0.  1.  0.  0.]
 [ 0.  1.  4.  6.  0.  2.  1.  2.  2.  3.]
 [ 2.  0.  0.  0.  3.  0.  2.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  7.  0.  0.]
 [ 0.  1.  3.  0.  2.  0.  2.  1. 16.  0.]
 [ 1.  2.  0.  1.  1.  0.  1.  0.  0.  5.]]","[[16.  4. 36.  0.  8.  0.  4. 20.  0.  0.]
 [ 0. 16.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 4.  4. 28.  0.  0.  0.  8.  8. 16.  0.]
 [ 0.  0.  0. 40.  0.  0.  0.  4. 12.  0.]
 [ 4.  0.  4.  0.  4.  0.  0.  4.  0.  0.]
 [ 0.  4. 16. 24.  0.  8.  4.  8.  8. 12.]
 [ 8.  0.  0.  0. 12.  0.  8.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 28.  0.  0.]
 [ 0.  4. 12.  0.  8.  0.  8.  4. 64.  0.]
 [ 4.  8.  0.  4.  4.  0.  4.  0.  0. 20.]]","[0.07, 0.48, 0.16, 0.33, 0.1, 0.05, 0.1, 0.46, 0.31, 0.22]","[-22, -22, -64, -32, -34, 2, -28, -58, -8, -14]","[0.1818, 1.0, 0.4118, 0.7143, 0.25, 0.0952, 0.25, 1.0, 0.64, 0.4545]"
134,"[[ 4.  1.  9.  0.  2.  0.  1.  5.  0.  0.]
 [ 0.  4.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 1.  1.  7.  0.  0.  0.  2.  2.  5.  0.]
 [ 0.  0.  0. 10.  0.  0.  0.  1.  3.  0.]
 [ 1.  0.  1.  0.  1.  0.  0.  1.  0.  0.]
 [ 0.  1.  4.  6.  0.  2.  1.  2.  2.  3.]
 [ 2.  0.  0.  0.  3.  0.  2.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  7.  0.  0.]
 [ 0.  1.  3.  0.  2.  0.  2.  1. 16.  0.]
 [ 1.  2.  0.  1.  1.  0.  1.  0.  0.  5.]]","[[16.  4. 36.  0.  8.  0.  4. 20.  0.  0.]
 [ 0. 16.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 4.  4. 28.  0.  0.  0.  8.  8. 20.  0.]
 [ 0.  0.  0. 40.  0.  0.  0.  4. 12.  0.]
 [ 4.  0.  4.  0.  4.  0.  0.  4.  0.  0.]
 [ 0.  4. 16. 24.  0.  8.  4.  8.  8. 12.]
 [ 8.  0.  0.  0. 12.  0.  8.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 28.  0.  0.]
 [ 0.  4. 12.  0.  8.  0.  8.  4. 64.  0.]
 [ 4.  8.  0.  4.  4.  0.  4.  0.  0. 20.]]","[0.07, 0.48, 0.15, 0.33, 0.1, 0.05, 0.1, 0.46, 0.31, 0.22]","[-22, -22, -64, -32, -34, 2, -28, -58, -12, -14]","[0.1818, 1.0, 0.3889, 0.7143, 0.25, 0.0952, 0.25, 1.0, 0.64, 0.4545]"
135,"[[ 4.  1.  9.  0.  2.  0.  1.  5.  0.  0.]
 [ 0.  4.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 1.  1.  7.  0.  0.  0.  2.  2.  5.  0.]
 [ 0.  0.  0. 10.  0.  0.  0.  1.  3.  0.]
 [ 1.  0.  1.  0.  1.  0.  0.  1.  0.  0.]
 [ 0.  1.  4.  6.  0.  2.  1.  2.  2.  3.]
 [ 2.  0.  0.  0.  3.  0.  2.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  8.  0.  0.]
 [ 0.  1.  3.  0.  2.  0.  2.  1. 16.  0.]
 [ 1.  2.  0.  1.  1.  0.  1.  0.  0.  5.]]","[[16.  4. 36.  0.  8.  0.  4. 20.  0.  0.]
 [ 0. 16.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 4.  4. 28.  0.  0.  0.  8.  8. 20.  0.]
 [ 0.  0.  0. 40.  0.  0.  0.  4. 12.  0.]
 [ 4.  0.  4.  0.  4.  0.  0.  4.  0.  0.]
 [ 0.  4. 16. 24.  0.  8.  4.  8.  8. 12.]
 [ 8.  0.  0.  0. 12.  0.  8.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 32.  0.  0.]
 [ 0.  4. 12.  0.  8.  0.  8.  4. 64.  0.]
 [ 4.  8.  0.  4.  4.  0.  4.  0.  0. 20.]]","[0.07, 0.48, 0.15, 0.33, 0.1, 0.05, 0.1, 0.46, 0.31, 0.22]","[-22, -22, -64, -32, -34, 2, -28, -58, -12, -14]","[0.1818, 1.0, 0.3889, 0.7143, 0.25, 0.0952, 0.25, 1.0, 0.64, 0.4545]"
136,"[[ 4.  1.  9.  0.  2.  0.  1.  5.  0.  0.]
 [ 0.  4.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 1.  1.  7.  0.  0.  0.  2.  2.  5.  0.]
 [ 0.  0.  0. 10.  0.  0.  0.  1.  3.  0.]
 [ 1.  0.  1.  0.  1.  0.  0.  1.  0.  0.]
 [ 0.  1.  5.  6.  0.  2.  1.  2.  2.  3.]
 [ 2.  0.  0.  0.  3.  0.  2.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  8.  0.  0.]
 [ 0.  1.  3.  0.  2.  0.  2.  1. 16.  0.]
 [ 1.  2.  0.  1.  1.  0.  1.  0.  0.  5.]]","[[16.  4. 36.  0.  8.  0.  4. 20.  0.  0.]
 [ 0. 16.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 4.  4. 28.  0.  0.  0.  8.  8. 20.  0.]
 [ 0.  0.  0. 40.  0.  0.  0.  4. 12.  0.]
 [ 4.  0.  4.  0.  4.  0.  0.  4.  0.  0.]
 [ 0.  4. 20. 24.  0.  8.  4.  8.  8. 12.]
 [ 8.  0.  0.  0. 12.  0.  8.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 32.  0.  0.]
 [ 0.  4. 12.  0.  8.  0.  8.  4. 64.  0.]
 [ 4.  8.  0.  4.  4.  0.  4.  0.  0. 20.]]","[0.07, 0.48, 0.14, 0.33, 0.1, 0.05, 0.1, 0.46, 0.31, 0.22]","[-22, -22, -68, -32, -34, 2, -28, -58, -12, -14]","[0.1818, 1.0, 0.3889, 0.7143, 0.25, 0.0909, 0.25, 1.0, 0.64, 0.4545]"
137,"[[ 4.  1.  9.  0.  2.  0.  1.  5.  0.  0.]
 [ 0.  5.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 1.  1.  7.  0.  0.  0.  2.  2.  5.  0.]
 [ 0.  0.  0. 10.  0.  0.  0.  1.  3.  0.]
 [ 1.  0.  1.  0.  1.  0.  0.  1.  0.  0.]
 [ 0.  1.  5.  6.  0.  2.  1.  2.  2.  3.]
 [ 2.  0.  0.  0.  3.  0.  2.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  8.  0.  0.]
 [ 0.  1.  3.  0.  2.  0.  2.  1. 16.  0.]
 [ 1.  2.  0.  1.  1.  0.  1.  0.  0.  5.]]","[[16.  4. 36.  0.  8.  0.  4. 20.  0.  0.]
 [ 0. 20.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 4.  4. 28.  0.  0.  0.  8.  8. 20.  0.]
 [ 0.  0.  0. 40.  0.  0.  0.  4. 12.  0.]
 [ 4.  0.  4.  0.  4.  0.  0.  4.  0.  0.]
 [ 0.  4. 20. 24.  0.  8.  4.  8.  8. 12.]
 [ 8.  0.  0.  0. 12.  0.  8.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 32.  0.  0.]
 [ 0.  4. 12.  0.  8.  0.  8.  4. 64.  0.]
 [ 4.  8.  0.  4.  4.  0.  4.  0.  0. 20.]]","[0.07, 0.49, 0.14, 0.33, 0.1, 0.05, 0.1, 0.46, 0.31, 0.22]","[-22, -20, -68, -32, -34, 2, -28, -58, -12, -14]","[0.1818, 1.0, 0.3889, 0.7143, 0.25, 0.0909, 0.25, 1.0, 0.64, 0.4545]"
138,"[[ 4.  1.  9.  0.  2.  0.  1.  5.  0.  0.]
 [ 0.  5.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 1.  1.  8.  0.  0.  0.  2.  2.  5.  0.]
 [ 0.  0.  0. 10.  0.  0.  0.  1.  3.  0.]
 [ 1.  0.  1.  0.  1.  0.  0.  1.  0.  0.]
 [ 0.  1.  5.  6.  0.  2.  1.  2.  2.  3.]
 [ 2.  0.  0.  0.  3.  0.  2.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  8.  0.  0.]
 [ 0.  1.  3.  0.  2.  0.  2.  1. 16.  0.]
 [ 1.  2.  0.  1.  1.  0.  1.  0.  0.  5.]]","[[16.  4. 36.  0.  8.  0.  4. 20.  0.  0.]
 [ 0. 20.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 4.  4. 32.  0.  0.  0.  8.  8. 20.  0.]
 [ 0.  0.  0. 40.  0.  0.  0.  4. 12.  0.]
 [ 4.  0.  4.  0.  4.  0.  0.  4.  0.  0.]
 [ 0.  4. 20. 24.  0.  8.  4.  8.  8. 12.]
 [ 8.  0.  0.  0. 12.  0.  8.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 32.  0.  0.]
 [ 0.  4. 12.  0.  8.  0.  8.  4. 64.  0.]
 [ 4.  8.  0.  4.  4.  0.  4.  0.  0. 20.]]","[0.07, 0.49, 0.16, 0.33, 0.1, 0.05, 0.1, 0.46, 0.31, 0.22]","[-22, -20, -68, -32, -34, 2, -28, -58, -12, -14]","[0.1818, 1.0, 0.4211, 0.7143, 0.25, 0.0909, 0.25, 1.0, 0.64, 0.4545]"
139,"[[ 4.  1.  9.  0.  2.  0.  1.  5.  0.  0.]
 [ 0.  5.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 1.  1.  8.  0.  0.  0.  2.  2.  5.  0.]
 [ 0.  0.  0. 10.  0.  0.  0.  1.  3.  0.]
 [ 1.  0.  1.  0.  1.  0.  0.  1.  0.  0.]
 [ 0.  1.  5.  6.  0.  2.  1.  2.  2.  3.]
 [ 2.  0.  0.  0.  3.  0.  2.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  9.  0.  0.]
 [ 0.  1.  3.  0.  2.  0.  2.  1. 16.  0.]
 [ 1.  2.  0.  1.  1.  0.  1.  0.  0.  5.]]","[[16.  4. 36.  0.  8.  0.  4. 20.  0.  0.]
 [ 0. 20.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 4.  4. 32.  0.  0.  0.  8.  8. 20.  0.]
 [ 0.  0.  0. 40.  0.  0.  0.  4. 12.  0.]
 [ 4.  0.  4.  0.  4.  0.  0.  4.  0.  0.]
 [ 0.  4. 20. 24.  0.  8.  4.  8.  8. 12.]
 [ 8.  0.  0.  0. 12.  0.  8.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 36.  0.  0.]
 [ 0.  4. 12.  0.  8.  0.  8.  4. 64.  0.]
 [ 4.  8.  0.  4.  4.  0.  4.  0.  0. 20.]]","[0.08, 0.49, 0.16, 0.33, 0.1, 0.05, 0.1, 0.46, 0.31, 0.22]","[-22, -20, -68, -32, -34, 2, -28, -60, -12, -14]","[0.1818, 1.0, 0.4211, 0.7143, 0.25, 0.0909, 0.25, 1.0, 0.64, 0.4545]"
140,"[[ 4.  1.  9.  0.  2.  0.  1.  5.  0.  0.]
 [ 0.  5.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 1.  1.  8.  0.  0.  0.  2.  2.  5.  0.]
 [ 0.  0.  0. 10.  0.  0.  0.  1.  3.  0.]
 [ 1.  0.  2.  0.  1.  0.  0.  1.  0.  0.]
 [ 0.  1.  5.  6.  0.  2.  1.  2.  2.  3.]
 [ 2.  0.  0.  0.  3.  0.  2.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  9.  0.  0.]
 [ 0.  1.  3.  0.  2.  0.  2.  1. 16.  0.]
 [ 1.  2.  0.  1.  1.  0.  1.  0.  0.  5.]]","[[16.  4. 36.  0.  8.  0.  4. 20.  0.  0.]
 [ 0. 20.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 4.  4. 32.  0.  0.  0.  8.  8. 20.  0.]
 [ 0.  0.  0. 40.  0.  0.  0.  4. 12.  0.]
 [ 4.  0.  8.  0.  4.  0.  0.  4.  0.  0.]
 [ 0.  4. 20. 24.  0.  8.  4.  8.  8. 12.]
 [ 8.  0.  0.  0. 12.  0.  8.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 36.  0.  0.]
 [ 0.  4. 12.  0.  8.  0.  8.  4. 64.  0.]
 [ 4.  8.  0.  4.  4.  0.  4.  0.  0. 20.]]","[0.08, 0.49, 0.16, 0.33, 0.08, 0.05, 0.1, 0.46, 0.31, 0.22]","[-22, -20, -72, -32, -34, 2, -28, -60, -12, -14]","[0.1818, 1.0, 0.4211, 0.7143, 0.2, 0.0909, 0.25, 1.0, 0.64, 0.4545]"
141,"[[ 4.  1.  9.  0.  2.  0.  1.  5.  0.  0.]
 [ 0.  5.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 1.  1.  8.  0.  0.  0.  2.  2.  5.  0.]
 [ 0.  0.  0. 10.  0.  0.  0.  1.  3.  0.]
 [ 1.  0.  2.  0.  1.  0.  0.  1.  0.  0.]
 [ 0.  1.  5.  6.  0.  2.  1.  2.  2.  3.]
 [ 2.  0.  0.  0.  3.  0.  2.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  9.  0.  0.]
 [ 0.  1.  3.  0.  2.  0.  2.  1. 17.  0.]
 [ 1.  2.  0.  1.  1.  0.  1.  0.  0.  5.]]","[[16.  4. 36.  0.  8.  0.  4. 20.  0.  0.]
 [ 0. 20.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 4.  4. 32.  0.  0.  0.  8.  8. 20.  0.]
 [ 0.  0.  0. 40.  0.  0.  0.  4. 12.  0.]
 [ 4.  0.  8.  0.  4.  0.  0.  4.  0.  0.]
 [ 0.  4. 20. 24.  0.  8.  4.  8.  8. 12.]
 [ 8.  0.  0.  0. 12.  0.  8.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 36.  0.  0.]
 [ 0.  4. 12.  0.  8.  0.  8.  4. 68.  0.]
 [ 4.  8.  0.  4.  4.  0.  4.  0.  0. 20.]]","[0.08, 0.49, 0.16, 0.33, 0.08, 0.05, 0.11, 0.46, 0.32, 0.22]","[-22, -20, -72, -32, -34, 2, -28, -60, -10, -14]","[0.1818, 1.0, 0.4211, 0.7143, 0.2, 0.0909, 0.25, 1.0, 0.6538, 0.4545]"
142,"[[ 4.  1.  9.  0.  2.  0.  1.  5.  0.  0.]
 [ 0.  5.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 1.  1.  8.  0.  0.  0.  2.  2.  5.  0.]
 [ 0.  0.  0. 10.  0.  0.  0.  1.  3.  0.]
 [ 1.  0.  2.  0.  1.  0.  0.  1.  0.  0.]
 [ 0.  1.  5.  6.  0.  2.  1.  2.  2.  3.]
 [ 2.  0.  0.  0.  3.  0.  2.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  9.  0.  0.]
 [ 0.  1.  3.  0.  2.  0.  2.  1. 17.  0.]
 [ 1.  2.  0.  2.  1.  0.  1.  0.  0.  5.]]","[[16.  4. 36.  0.  8.  0.  4. 20.  0.  0.]
 [ 0. 20.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 4.  4. 32.  0.  0.  0.  8.  8. 20.  0.]
 [ 0.  0.  0. 40.  0.  0.  0.  4. 12.  0.]
 [ 4.  0.  8.  0.  4.  0.  0.  4.  0.  0.]
 [ 0.  4. 20. 24.  0.  8.  4.  8.  8. 12.]
 [ 8.  0.  0.  0. 12.  0.  8.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 36.  0.  0.]
 [ 0.  4. 12.  0.  8.  0.  8.  4. 68.  0.]
 [ 4.  8.  0.  8.  4.  0.  4.  0.  0. 20.]]","[0.08, 0.49, 0.16, 0.33, 0.08, 0.05, 0.11, 0.46, 0.32, 0.2]","[-22, -20, -72, -36, -34, 2, -28, -60, -10, -14]","[0.1818, 1.0, 0.4211, 0.7143, 0.2, 0.0909, 0.25, 1.0, 0.6538, 0.4167]"
143,"[[ 4.  1.  9.  0.  2.  0.  1.  5.  0.  0.]
 [ 0.  5.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 1.  1.  8.  0.  0.  0.  2.  2.  5.  0.]
 [ 0.  0.  0. 10.  0.  0.  0.  1.  3.  0.]
 [ 1.  0.  2.  0.  1.  0.  0.  1.  0.  0.]
 [ 0.  1.  5.  6.  0.  2.  1.  2.  2.  3.]
 [ 2.  0.  0.  0.  3.  0.  2.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 10.  0.  0.]
 [ 0.  1.  3.  0.  2.  0.  2.  1. 17.  0.]
 [ 1.  2.  0.  2.  1.  0.  1.  0.  0.  5.]]","[[16.  4. 36.  0.  8.  0.  4. 20.  0.  0.]
 [ 0. 20.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 4.  4. 32.  0.  0.  0.  8.  8. 20.  0.]
 [ 0.  0.  0. 40.  0.  0.  0.  4. 12.  0.]
 [ 4.  0.  8.  0.  4.  0.  0.  4.  0.  0.]
 [ 0.  4. 20. 24.  0.  8.  4.  8.  8. 12.]
 [ 8.  0.  0.  0. 12.  0.  8.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 40.  0.  0.]
 [ 0.  4. 12.  0.  8.  0.  8.  4. 68.  0.]
 [ 4.  8.  0.  8.  4.  0.  4.  0.  0. 20.]]","[0.08, 0.49, 0.16, 0.33, 0.08, 0.05, 0.11, 0.46, 0.32, 0.2]","[-22, -20, -72, -36, -34, 2, -28, -62, -10, -14]","[0.1818, 1.0, 0.4211, 0.7143, 0.2, 0.0909, 0.25, 1.0, 0.6538, 0.4167]"
144,"[[ 4.  1.  9.  0.  2.  0.  1.  5.  0.  0.]
 [ 0.  5.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 1.  1.  8.  0.  0.  0.  2.  2.  5.  0.]
 [ 0.  0.  0. 10.  0.  0.  0.  1.  3.  0.]
 [ 1.  0.  2.  0.  1.  0.  0.  1.  0.  0.]
 [ 0.  1.  5.  6.  0.  3.  1.  2.  2.  3.]
 [ 2.  0.  0.  0.  3.  0.  2.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 10.  0.  0.]
 [ 0.  1.  3.  0.  2.  0.  2.  1. 17.  0.]
 [ 1.  2.  0.  2.  1.  0.  1.  0.  0.  5.]]","[[16.  4. 36.  0.  8.  0.  4. 20.  0.  0.]
 [ 0. 20.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 4.  4. 32.  0.  0.  0.  8.  8. 20.  0.]
 [ 0.  0.  0. 40.  0.  0.  0.  4. 12.  0.]
 [ 4.  0.  8.  0.  4.  0.  0.  4.  0.  0.]
 [ 0.  4. 20. 24.  0. 12.  4.  8.  8. 12.]
 [ 8.  0.  0.  0. 12.  0.  8.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 40.  0.  0.]
 [ 0.  4. 12.  0.  8.  0.  8.  4. 68.  0.]
 [ 4.  8.  0.  8.  4.  0.  4.  0.  0. 20.]]","[0.08, 0.49, 0.16, 0.33, 0.08, 0.07, 0.11, 0.46, 0.32, 0.2]","[-22, -20, -72, -36, -34, 2, -28, -62, -10, -14]","[0.1818, 1.0, 0.4211, 0.7143, 0.2, 0.1304, 0.25, 1.0, 0.6538, 0.4167]"
145,"[[ 4.  2.  9.  0.  2.  0.  1.  5.  0.  0.]
 [ 0.  5.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 1.  1.  8.  0.  0.  0.  2.  2.  5.  0.]
 [ 0.  0.  0. 10.  0.  0.  0.  1.  3.  0.]
 [ 1.  0.  2.  0.  1.  0.  0.  1.  0.  0.]
 [ 0.  1.  5.  6.  0.  3.  1.  2.  2.  3.]
 [ 2.  0.  0.  0.  3.  0.  2.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 10.  0.  0.]
 [ 0.  1.  3.  0.  2.  0.  2.  1. 17.  0.]
 [ 1.  2.  0.  2.  1.  0.  1.  0.  0.  5.]]","[[16.  8. 36.  0.  8.  0.  4. 20.  0.  0.]
 [ 0. 20.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 4.  4. 32.  0.  0.  0.  8.  8. 20.  0.]
 [ 0.  0.  0. 40.  0.  0.  0.  4. 12.  0.]
 [ 4.  0.  8.  0.  4.  0.  0.  4.  0.  0.]
 [ 0.  4. 20. 24.  0. 12.  4.  8.  8. 12.]
 [ 8.  0.  0.  0. 12.  0.  8.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 40.  0.  0.]
 [ 0.  4. 12.  0.  8.  0.  8.  4. 68.  0.]
 [ 4.  8.  0.  8.  4.  0.  4.  0.  0. 20.]]","[0.07, 0.48, 0.16, 0.33, 0.08, 0.07, 0.11, 0.46, 0.32, 0.2]","[-22, -24, -72, -36, -34, 2, -28, -62, -10, -14]","[0.1739, 1.0, 0.4211, 0.7143, 0.2, 0.1304, 0.25, 1.0, 0.6538, 0.4167]"
146,"[[ 5.  2.  9.  0.  2.  0.  1.  5.  0.  0.]
 [ 0.  5.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 1.  1.  8.  0.  0.  0.  2.  2.  5.  0.]
 [ 0.  0.  0. 10.  0.  0.  0.  1.  3.  0.]
 [ 1.  0.  2.  0.  1.  0.  0.  1.  0.  0.]
 [ 0.  1.  5.  6.  0.  3.  1.  2.  2.  3.]
 [ 2.  0.  0.  0.  3.  0.  2.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 10.  0.  0.]
 [ 0.  1.  3.  0.  2.  0.  2.  1. 17.  0.]
 [ 1.  2.  0.  2.  1.  0.  1.  0.  0.  5.]]","[[20.  8. 36.  0.  8.  0.  4. 20.  0.  0.]
 [ 0. 20.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 4.  4. 32.  0.  0.  0.  8.  8. 20.  0.]
 [ 0.  0.  0. 40.  0.  0.  0.  4. 12.  0.]
 [ 4.  0.  8.  0.  4.  0.  0.  4.  0.  0.]
 [ 0.  4. 20. 24.  0. 12.  4.  8.  8. 12.]
 [ 8.  0.  0.  0. 12.  0.  8.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 40.  0.  0.]
 [ 0.  4. 12.  0.  8.  0.  8.  4. 68.  0.]
 [ 4.  8.  0.  8.  4.  0.  4.  0.  0. 20.]]","[0.09, 0.48, 0.16, 0.33, 0.08, 0.07, 0.11, 0.46, 0.32, 0.2]","[-20, -24, -72, -36, -34, 2, -28, -62, -10, -14]","[0.2083, 1.0, 0.4211, 0.7143, 0.2, 0.1304, 0.25, 1.0, 0.6538, 0.4167]"
147,"[[ 5.  2.  9.  0.  2.  0.  1.  5.  0.  0.]
 [ 0.  5.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 1.  1.  8.  0.  0.  0.  2.  2.  5.  0.]
 [ 0.  0.  0. 10.  0.  0.  0.  1.  3.  0.]
 [ 1.  0.  2.  0.  1.  0.  0.  1.  0.  0.]
 [ 0.  1.  5.  6.  0.  3.  1.  2.  2.  3.]
 [ 2.  0.  0.  0.  3.  0.  2.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 10.  0.  0.]
 [ 0.  1.  3.  0.  2.  0.  2.  1. 17.  0.]
 [ 1.  2.  0.  2.  1.  0.  1.  0.  0.  6.]]","[[20.  8. 36.  0.  8.  0.  4. 20.  0.  0.]
 [ 0. 20.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 4.  4. 32.  0.  0.  0.  8.  8. 20.  0.]
 [ 0.  0.  0. 40.  0.  0.  0.  4. 12.  0.]
 [ 4.  0.  8.  0.  4.  0.  0.  4.  0.  0.]
 [ 0.  4. 20. 24.  0. 12.  4.  8.  8. 12.]
 [ 8.  0.  0.  0. 12.  0.  8.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 40.  0.  0.]
 [ 0.  4. 12.  0.  8.  0.  8.  4. 68.  0.]
 [ 4.  8.  0.  8.  4.  0.  4.  0.  0. 24.]]","[0.09, 0.48, 0.16, 0.33, 0.08, 0.07, 0.11, 0.46, 0.32, 0.22]","[-20, -24, -72, -36, -34, 2, -28, -62, -10, -14]","[0.2083, 1.0, 0.4211, 0.7143, 0.2, 0.1304, 0.25, 1.0, 0.6538, 0.4615]"
