iteration,cm,cm_ratings,reputations,rating_scores,accuracies
104,"[[ 4.  0.  1.  1.  1.  1.  0.  0.  0.  1.]
 [ 0.  3.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 0.  0.  5.  1.  2.  3.  0.  0.  0.  0.]
 [ 0.  0.  0.  8.  0.  0.  1.  0.  0.  1.]
 [ 0.  0.  0.  0.  1.  0.  2.  0.  1.  0.]
 [ 2.  2.  1.  0.  3.  6.  1.  1.  2.  3.]
 [ 1.  1.  0.  1.  0.  0.  4.  0.  0.  1.]
 [ 1.  0.  0.  4.  0.  1.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0. 20.  0.]
 [ 0.  0.  0.  1.  0.  1.  0.  0.  0.  7.]]","[[16.  0.  4.  4.  4.  4.  0.  0.  0.  4.]
 [ 0. 12.  0.  0.  0.  4.  0.  0.  0.  0.]
 [ 0.  0. 20.  4.  8. 12.  0.  0.  0.  0.]
 [ 0.  0.  0. 32.  0.  0.  4.  0.  0.  4.]
 [ 0.  0.  0.  0.  4.  0.  8.  0.  4.  0.]
 [ 8.  8.  4.  0. 12. 24.  4.  4.  8. 12.]
 [ 4.  4.  0.  4.  0.  0. 16.  0.  0.  4.]
 [ 4.  0.  0. 16.  0.  4.  0.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0. 80.  0.]
 [ 0.  0.  0.  4.  0.  4.  0.  0.  0. 28.]]","[0.2, 0.36, 0.21, 0.37, 0.1, 0.12, 0.23, 0.07, 0.49, 0.36]","[-20, -16, -16, -32, -26, -20, -20, 0, 12, -28]","[0.4444, 0.75, 0.4545, 0.8, 0.25, 0.2857, 0.5, 0.1429, 0.9524, 0.7778]"
105,"[[ 4.  0.  1.  1.  1.  2.  0.  0.  0.  1.]
 [ 0.  3.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 0.  0.  5.  1.  2.  3.  0.  0.  0.  0.]
 [ 0.  0.  0.  8.  0.  0.  1.  0.  0.  1.]
 [ 0.  0.  0.  0.  1.  0.  2.  0.  1.  0.]
 [ 2.  2.  1.  0.  3.  6.  1.  1.  2.  3.]
 [ 1.  1.  0.  1.  0.  0.  4.  0.  0.  1.]
 [ 1.  0.  0.  4.  0.  1.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0. 20.  0.]
 [ 0.  0.  0.  1.  0.  1.  0.  0.  0.  7.]]","[[16.  0.  4.  4.  4.  8.  0.  0.  0.  4.]
 [ 0. 12.  0.  0.  0.  4.  0.  0.  0.  0.]
 [ 0.  0. 20.  4.  8. 12.  0.  0.  0.  0.]
 [ 0.  0.  0. 32.  0.  0.  4.  0.  0.  4.]
 [ 0.  0.  0.  0.  4.  0.  8.  0.  4.  0.]
 [ 8.  8.  4.  0. 12. 24.  4.  4.  8. 12.]
 [ 4.  4.  0.  4.  0.  0. 16.  0.  0.  4.]
 [ 4.  0.  0. 16.  0.  4.  0.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0. 80.  0.]
 [ 0.  0.  0.  4.  0.  4.  0.  0.  0. 28.]]","[0.18, 0.36, 0.21, 0.37, 0.1, 0.12, 0.23, 0.07, 0.49, 0.36]","[-20, -16, -16, -32, -26, -24, -20, 0, 12, -28]","[0.4, 0.75, 0.4545, 0.8, 0.25, 0.2857, 0.5, 0.1429, 0.9524, 0.7778]"
106,"[[ 4.  0.  1.  1.  1.  3.  0.  0.  0.  1.]
 [ 0.  3.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 0.  0.  5.  1.  2.  3.  0.  0.  0.  0.]
 [ 0.  0.  0.  8.  0.  0.  1.  0.  0.  1.]
 [ 0.  0.  0.  0.  1.  0.  2.  0.  1.  0.]
 [ 2.  2.  1.  0.  3.  6.  1.  1.  2.  3.]
 [ 1.  1.  0.  1.  0.  0.  4.  0.  0.  1.]
 [ 1.  0.  0.  4.  0.  1.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0. 20.  0.]
 [ 0.  0.  0.  1.  0.  1.  0.  0.  0.  7.]]","[[16.  0.  4.  4.  4. 12.  0.  0.  0.  4.]
 [ 0. 12.  0.  0.  0.  4.  0.  0.  0.  0.]
 [ 0.  0. 20.  4.  8. 12.  0.  0.  0.  0.]
 [ 0.  0.  0. 32.  0.  0.  4.  0.  0.  4.]
 [ 0.  0.  0.  0.  4.  0.  8.  0.  4.  0.]
 [ 8.  8.  4.  0. 12. 24.  4.  4.  8. 12.]
 [ 4.  4.  0.  4.  0.  0. 16.  0.  0.  4.]
 [ 4.  0.  0. 16.  0.  4.  0.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0. 80.  0.]
 [ 0.  0.  0.  4.  0.  4.  0.  0.  0. 28.]]","[0.16, 0.36, 0.21, 0.37, 0.1, 0.12, 0.23, 0.07, 0.49, 0.36]","[-20, -16, -16, -32, -26, -28, -20, 0, 12, -28]","[0.3636, 0.75, 0.4545, 0.8, 0.25, 0.2857, 0.5, 0.1429, 0.9524, 0.7778]"
107,"[[ 4.  0.  1.  1.  1.  3.  0.  0.  0.  1.]
 [ 0.  3.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 0.  0.  5.  1.  2.  3.  0.  0.  0.  0.]
 [ 0.  0.  0.  8.  0.  0.  2.  0.  0.  1.]
 [ 0.  0.  0.  0.  1.  0.  2.  0.  1.  0.]
 [ 2.  2.  1.  0.  3.  6.  1.  1.  2.  3.]
 [ 1.  1.  0.  1.  0.  0.  4.  0.  0.  1.]
 [ 1.  0.  0.  4.  0.  1.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0. 20.  0.]
 [ 0.  0.  0.  1.  0.  1.  0.  0.  0.  7.]]","[[16.  0.  4.  4.  4. 12.  0.  0.  0.  4.]
 [ 0. 12.  0.  0.  0.  4.  0.  0.  0.  0.]
 [ 0.  0. 20.  4.  8. 12.  0.  0.  0.  0.]
 [ 0.  0.  0. 32.  0.  0.  8.  0.  0.  4.]
 [ 0.  0.  0.  0.  4.  0.  8.  0.  4.  0.]
 [ 8.  8.  4.  0. 12. 24.  4.  4.  8. 12.]
 [ 4.  4.  0.  4.  0.  0. 16.  0.  0.  4.]
 [ 4.  0.  0. 16.  0.  4.  0.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0. 80.  0.]
 [ 0.  0.  0.  4.  0.  4.  0.  0.  0. 28.]]","[0.16, 0.36, 0.21, 0.33, 0.1, 0.12, 0.23, 0.07, 0.49, 0.36]","[-20, -16, -16, -32, -26, -28, -22, 0, 12, -28]","[0.3636, 0.75, 0.4545, 0.7273, 0.25, 0.2857, 0.5, 0.1429, 0.9524, 0.7778]"
108,"[[ 4.  0.  1.  1.  1.  3.  0.  0.  0.  1.]
 [ 0.  3.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 0.  0.  5.  1.  2.  3.  0.  0.  0.  0.]
 [ 0.  0.  0.  8.  0.  0.  2.  0.  0.  1.]
 [ 0.  0.  0.  0.  1.  0.  2.  0.  1.  0.]
 [ 2.  2.  1.  0.  3.  6.  1.  1.  2.  3.]
 [ 1.  1.  0.  1.  0.  0.  4.  0.  0.  1.]
 [ 1.  0.  0.  4.  0.  1.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0. 21.  0.]
 [ 0.  0.  0.  1.  0.  1.  0.  0.  0.  7.]]","[[16.  0.  4.  4.  4. 12.  0.  0.  0.  4.]
 [ 0. 12.  0.  0.  0.  4.  0.  0.  0.  0.]
 [ 0.  0. 20.  4.  8. 12.  0.  0.  0.  0.]
 [ 0.  0.  0. 32.  0.  0.  8.  0.  0.  4.]
 [ 0.  0.  0.  0.  4.  0.  8.  0.  4.  0.]
 [ 8.  8.  4.  0. 12. 24.  4.  4.  8. 12.]
 [ 4.  4.  0.  4.  0.  0. 16.  0.  0.  4.]
 [ 4.  0.  0. 16.  0.  4.  0.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0. 84.  0.]
 [ 0.  0.  0.  4.  0.  4.  0.  0.  0. 28.]]","[0.16, 0.36, 0.21, 0.33, 0.1, 0.12, 0.23, 0.07, 0.49, 0.36]","[-20, -16, -16, -32, -26, -28, -22, 0, 12, -28]","[0.3636, 0.75, 0.4545, 0.7273, 0.25, 0.2857, 0.5, 0.1429, 0.9545, 0.7778]"
109,"[[ 4.  0.  1.  1.  1.  3.  0.  0.  0.  1.]
 [ 0.  3.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 0.  0.  5.  1.  2.  3.  1.  0.  0.  0.]
 [ 0.  0.  0.  8.  0.  0.  2.  0.  0.  1.]
 [ 0.  0.  0.  0.  1.  0.  2.  0.  1.  0.]
 [ 2.  2.  1.  0.  3.  6.  1.  1.  2.  3.]
 [ 1.  1.  0.  1.  0.  0.  4.  0.  0.  1.]
 [ 1.  0.  0.  4.  0.  1.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0. 21.  0.]
 [ 0.  0.  0.  1.  0.  1.  0.  0.  0.  7.]]","[[16.  0.  4.  4.  4. 12.  0.  0.  0.  4.]
 [ 0. 12.  0.  0.  0.  4.  0.  0.  0.  0.]
 [ 0.  0. 20.  4.  8. 12.  4.  0.  0.  0.]
 [ 0.  0.  0. 32.  0.  0.  8.  0.  0.  4.]
 [ 0.  0.  0.  0.  4.  0.  8.  0.  4.  0.]
 [ 8.  8.  4.  0. 12. 24.  4.  4.  8. 12.]
 [ 4.  4.  0.  4.  0.  0. 16.  0.  0.  4.]
 [ 4.  0.  0. 16.  0.  4.  0.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0. 84.  0.]
 [ 0.  0.  0.  4.  0.  4.  0.  0.  0. 28.]]","[0.16, 0.36, 0.19, 0.33, 0.1, 0.12, 0.23, 0.07, 0.49, 0.36]","[-20, -16, -16, -32, -26, -28, -26, 0, 12, -28]","[0.3636, 0.75, 0.4167, 0.7273, 0.25, 0.2857, 0.5, 0.1429, 0.9545, 0.7778]"
110,"[[ 4.  0.  1.  1.  1.  3.  0.  0.  0.  1.]
 [ 0.  3.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 0.  0.  5.  1.  2.  3.  1.  0.  0.  0.]
 [ 0.  0.  0.  9.  0.  0.  2.  0.  0.  1.]
 [ 0.  0.  0.  0.  1.  0.  2.  0.  1.  0.]
 [ 2.  2.  1.  0.  3.  6.  1.  1.  2.  3.]
 [ 1.  1.  0.  1.  0.  0.  4.  0.  0.  1.]
 [ 1.  0.  0.  4.  0.  1.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0. 21.  0.]
 [ 0.  0.  0.  1.  0.  1.  0.  0.  0.  7.]]","[[16.  0.  4.  4.  4. 12.  0.  0.  0.  4.]
 [ 0. 12.  0.  0.  0.  4.  0.  0.  0.  0.]
 [ 0.  0. 20.  4.  8. 12.  4.  0.  0.  0.]
 [ 0.  0.  0. 36.  0.  0.  8.  0.  0.  4.]
 [ 0.  0.  0.  0.  4.  0.  8.  0.  4.  0.]
 [ 8.  8.  4.  0. 12. 24.  4.  4.  8. 12.]
 [ 4.  4.  0.  4.  0.  0. 16.  0.  0.  4.]
 [ 4.  0.  0. 16.  0.  4.  0.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0. 84.  0.]
 [ 0.  0.  0.  4.  0.  4.  0.  0.  0. 28.]]","[0.16, 0.36, 0.19, 0.34, 0.1, 0.12, 0.23, 0.07, 0.49, 0.36]","[-20, -16, -16, -34, -26, -28, -26, 0, 12, -28]","[0.3636, 0.75, 0.4167, 0.75, 0.25, 0.2857, 0.5, 0.1429, 0.9545, 0.7778]"
111,"[[ 4.  0.  1.  1.  1.  3.  0.  0.  0.  1.]
 [ 0.  3.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 0.  0.  5.  1.  2.  3.  1.  0.  0.  0.]
 [ 0.  0.  0. 10.  0.  0.  2.  0.  0.  1.]
 [ 0.  0.  0.  0.  1.  0.  2.  0.  1.  0.]
 [ 2.  2.  1.  0.  3.  6.  1.  1.  2.  3.]
 [ 1.  1.  0.  1.  0.  0.  4.  0.  0.  1.]
 [ 1.  0.  0.  4.  0.  1.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0. 21.  0.]
 [ 0.  0.  0.  1.  0.  1.  0.  0.  0.  7.]]","[[16.  0.  4.  4.  4. 12.  0.  0.  0.  4.]
 [ 0. 12.  0.  0.  0.  4.  0.  0.  0.  0.]
 [ 0.  0. 20.  4.  8. 12.  4.  0.  0.  0.]
 [ 0.  0.  0. 40.  0.  0.  8.  0.  0.  4.]
 [ 0.  0.  0.  0.  4.  0.  8.  0.  4.  0.]
 [ 8.  8.  4.  0. 12. 24.  4.  4.  8. 12.]
 [ 4.  4.  0.  4.  0.  0. 16.  0.  0.  4.]
 [ 4.  0.  0. 16.  0.  4.  0.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0. 84.  0.]
 [ 0.  0.  0.  4.  0.  4.  0.  0.  0. 28.]]","[0.16, 0.36, 0.19, 0.35, 0.1, 0.12, 0.23, 0.07, 0.49, 0.36]","[-20, -16, -16, -34, -26, -28, -26, 0, 12, -28]","[0.3636, 0.75, 0.4167, 0.7692, 0.25, 0.2857, 0.5, 0.1429, 0.9545, 0.7778]"
112,"[[ 4.  0.  1.  1.  1.  3.  0.  0.  0.  1.]
 [ 0.  3.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 0.  0.  5.  1.  2.  3.  1.  0.  0.  0.]
 [ 0.  0.  0. 10.  0.  0.  2.  0.  0.  1.]
 [ 0.  0.  0.  0.  1.  0.  2.  0.  1.  0.]
 [ 2.  2.  1.  0.  3.  6.  1.  1.  2.  3.]
 [ 1.  1.  0.  1.  0.  0.  4.  0.  0.  1.]
 [ 1.  0.  0.  4.  0.  1.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0. 22.  0.]
 [ 0.  0.  0.  1.  0.  1.  0.  0.  0.  7.]]","[[16.  0.  4.  4.  4. 12.  0.  0.  0.  4.]
 [ 0. 12.  0.  0.  0.  4.  0.  0.  0.  0.]
 [ 0.  0. 20.  4.  8. 12.  4.  0.  0.  0.]
 [ 0.  0.  0. 40.  0.  0.  8.  0.  0.  4.]
 [ 0.  0.  0.  0.  4.  0.  8.  0.  4.  0.]
 [ 8.  8.  4.  0. 12. 24.  4.  4.  8. 12.]
 [ 4.  4.  0.  4.  0.  0. 16.  0.  0.  4.]
 [ 4.  0.  0. 16.  0.  4.  0.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0. 88.  0.]
 [ 0.  0.  0.  4.  0.  4.  0.  0.  0. 28.]]","[0.16, 0.36, 0.19, 0.35, 0.1, 0.12, 0.23, 0.07, 0.49, 0.36]","[-20, -16, -16, -34, -26, -28, -26, 0, 14, -28]","[0.3636, 0.75, 0.4167, 0.7692, 0.25, 0.2857, 0.5, 0.1429, 0.9565, 0.7778]"
113,"[[ 4.  0.  1.  1.  1.  3.  0.  0.  0.  1.]
 [ 0.  3.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 0.  0.  6.  1.  2.  3.  1.  0.  0.  0.]
 [ 0.  0.  0. 10.  0.  0.  2.  0.  0.  1.]
 [ 0.  0.  0.  0.  1.  0.  2.  0.  1.  0.]
 [ 2.  2.  1.  0.  3.  6.  1.  1.  2.  3.]
 [ 1.  1.  0.  1.  0.  0.  4.  0.  0.  1.]
 [ 1.  0.  0.  4.  0.  1.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0. 22.  0.]
 [ 0.  0.  0.  1.  0.  1.  0.  0.  0.  7.]]","[[16.  0.  4.  4.  4. 12.  0.  0.  0.  4.]
 [ 0. 12.  0.  0.  0.  4.  0.  0.  0.  0.]
 [ 0.  0. 24.  4.  8. 12.  4.  0.  0.  0.]
 [ 0.  0.  0. 40.  0.  0.  8.  0.  0.  4.]
 [ 0.  0.  0.  0.  4.  0.  8.  0.  4.  0.]
 [ 8.  8.  4.  0. 12. 24.  4.  4.  8. 12.]
 [ 4.  4.  0.  4.  0.  0. 16.  0.  0.  4.]
 [ 4.  0.  0. 16.  0.  4.  0.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0. 88.  0.]
 [ 0.  0.  0.  4.  0.  4.  0.  0.  0. 28.]]","[0.16, 0.36, 0.21, 0.35, 0.1, 0.12, 0.23, 0.07, 0.49, 0.36]","[-20, -16, -18, -34, -26, -28, -26, 0, 14, -28]","[0.3636, 0.75, 0.4615, 0.7692, 0.25, 0.2857, 0.5, 0.1429, 0.9565, 0.7778]"
114,"[[ 5.  0.  1.  1.  1.  3.  0.  0.  0.  1.]
 [ 0.  3.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 0.  0.  6.  1.  2.  3.  1.  0.  0.  0.]
 [ 0.  0.  0. 10.  0.  0.  2.  0.  0.  1.]
 [ 0.  0.  0.  0.  1.  0.  2.  0.  1.  0.]
 [ 2.  2.  1.  0.  3.  6.  1.  1.  2.  3.]
 [ 1.  1.  0.  1.  0.  0.  4.  0.  0.  1.]
 [ 1.  0.  0.  4.  0.  1.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0. 22.  0.]
 [ 0.  0.  0.  1.  0.  1.  0.  0.  0.  7.]]","[[20.  0.  4.  4.  4. 12.  0.  0.  0.  4.]
 [ 0. 12.  0.  0.  0.  4.  0.  0.  0.  0.]
 [ 0.  0. 24.  4.  8. 12.  4.  0.  0.  0.]
 [ 0.  0.  0. 40.  0.  0.  8.  0.  0.  4.]
 [ 0.  0.  0.  0.  4.  0.  8.  0.  4.  0.]
 [ 8.  8.  4.  0. 12. 24.  4.  4.  8. 12.]
 [ 4.  4.  0.  4.  0.  0. 16.  0.  0.  4.]
 [ 4.  0.  0. 16.  0.  4.  0.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0. 88.  0.]
 [ 0.  0.  0.  4.  0.  4.  0.  0.  0. 28.]]","[0.19, 0.36, 0.21, 0.35, 0.1, 0.12, 0.23, 0.07, 0.49, 0.36]","[-20, -16, -18, -34, -26, -28, -26, 0, 14, -28]","[0.4167, 0.75, 0.4615, 0.7692, 0.25, 0.2857, 0.5, 0.1429, 0.9565, 0.7778]"
115,"[[ 6.  0.  1.  1.  1.  3.  0.  0.  0.  1.]
 [ 0.  3.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 0.  0.  6.  1.  2.  3.  1.  0.  0.  0.]
 [ 0.  0.  0. 10.  0.  0.  2.  0.  0.  1.]
 [ 0.  0.  0.  0.  1.  0.  2.  0.  1.  0.]
 [ 2.  2.  1.  0.  3.  6.  1.  1.  2.  3.]
 [ 1.  1.  0.  1.  0.  0.  4.  0.  0.  1.]
 [ 1.  0.  0.  4.  0.  1.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0. 22.  0.]
 [ 0.  0.  0.  1.  0.  1.  0.  0.  0.  7.]]","[[24.  0.  4.  4.  4. 12.  0.  0.  0.  4.]
 [ 0. 12.  0.  0.  0.  4.  0.  0.  0.  0.]
 [ 0.  0. 24.  4.  8. 12.  4.  0.  0.  0.]
 [ 0.  0.  0. 40.  0.  0.  8.  0.  0.  4.]
 [ 0.  0.  0.  0.  4.  0.  8.  0.  4.  0.]
 [ 8.  8.  4.  0. 12. 24.  4.  4.  8. 12.]
 [ 4.  4.  0.  4.  0.  0. 16.  0.  0.  4.]
 [ 4.  0.  0. 16.  0.  4.  0.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0. 88.  0.]
 [ 0.  0.  0.  4.  0.  4.  0.  0.  0. 28.]]","[0.22, 0.36, 0.22, 0.36, 0.1, 0.12, 0.23, 0.07, 0.49, 0.36]","[-18, -16, -18, -34, -26, -28, -26, 0, 14, -28]","[0.4615, 0.75, 0.4615, 0.7692, 0.25, 0.2857, 0.5, 0.1429, 0.9565, 0.7778]"
116,"[[ 6.  0.  1.  1.  1.  3.  0.  0.  0.  1.]
 [ 0.  3.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 0.  0.  6.  1.  2.  3.  1.  0.  0.  0.]
 [ 0.  0.  0. 10.  0.  0.  2.  0.  0.  1.]
 [ 0.  0.  0.  0.  1.  0.  2.  0.  1.  0.]
 [ 2.  2.  1.  0.  3.  6.  1.  1.  2.  3.]
 [ 1.  1.  0.  1.  0.  0.  4.  0.  0.  1.]
 [ 1.  0.  0.  4.  0.  1.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0. 22.  0.]
 [ 0.  0.  0.  1.  0.  1.  0.  0.  0.  8.]]","[[24.  0.  4.  4.  4. 12.  0.  0.  0.  4.]
 [ 0. 12.  0.  0.  0.  4.  0.  0.  0.  0.]
 [ 0.  0. 24.  4.  8. 12.  4.  0.  0.  0.]
 [ 0.  0.  0. 40.  0.  0.  8.  0.  0.  4.]
 [ 0.  0.  0.  0.  4.  0.  8.  0.  4.  0.]
 [ 8.  8.  4.  0. 12. 24.  4.  4.  8. 12.]
 [ 4.  4.  0.  4.  0.  0. 16.  0.  0.  4.]
 [ 4.  0.  0. 16.  0.  4.  0.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0. 88.  0.]
 [ 0.  0.  0.  4.  0.  4.  0.  0.  0. 32.]]","[0.22, 0.36, 0.22, 0.36, 0.1, 0.12, 0.23, 0.07, 0.49, 0.38]","[-18, -16, -18, -34, -26, -28, -26, 0, 14, -26]","[0.4615, 0.75, 0.4615, 0.7692, 0.25, 0.2857, 0.5, 0.1429, 0.9565, 0.8]"
117,"[[ 6.  0.  1.  1.  1.  3.  0.  0.  0.  1.]
 [ 0.  3.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 0.  0.  6.  1.  2.  3.  2.  0.  0.  0.]
 [ 0.  0.  0. 10.  0.  0.  2.  0.  0.  1.]
 [ 0.  0.  0.  0.  1.  0.  2.  0.  1.  0.]
 [ 2.  2.  1.  0.  3.  6.  1.  1.  2.  3.]
 [ 1.  1.  0.  1.  0.  0.  4.  0.  0.  1.]
 [ 1.  0.  0.  4.  0.  1.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0. 22.  0.]
 [ 0.  0.  0.  1.  0.  1.  0.  0.  0.  8.]]","[[24.  0.  4.  4.  4. 12.  0.  0.  0.  4.]
 [ 0. 12.  0.  0.  0.  4.  0.  0.  0.  0.]
 [ 0.  0. 24.  4.  8. 12.  8.  0.  0.  0.]
 [ 0.  0.  0. 40.  0.  0.  8.  0.  0.  4.]
 [ 0.  0.  0.  0.  4.  0.  8.  0.  4.  0.]
 [ 8.  8.  4.  0. 12. 24.  4.  4.  8. 12.]
 [ 4.  4.  0.  4.  0.  0. 16.  0.  0.  4.]
 [ 4.  0.  0. 16.  0.  4.  0.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0. 88.  0.]
 [ 0.  0.  0.  4.  0.  4.  0.  0.  0. 32.]]","[0.22, 0.36, 0.2, 0.36, 0.1, 0.12, 0.22, 0.07, 0.49, 0.38]","[-18, -16, -18, -34, -26, -28, -30, 0, 14, -26]","[0.4615, 0.75, 0.4286, 0.7692, 0.25, 0.2857, 0.5, 0.1429, 0.9565, 0.8]"
118,"[[ 6.  0.  1.  1.  1.  3.  1.  0.  0.  1.]
 [ 0.  3.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 0.  0.  6.  1.  2.  3.  2.  0.  0.  0.]
 [ 0.  0.  0. 10.  0.  0.  2.  0.  0.  1.]
 [ 0.  0.  0.  0.  1.  0.  2.  0.  1.  0.]
 [ 2.  2.  1.  0.  3.  6.  1.  1.  2.  3.]
 [ 1.  1.  0.  1.  0.  0.  4.  0.  0.  1.]
 [ 1.  0.  0.  4.  0.  1.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0. 22.  0.]
 [ 0.  0.  0.  1.  0.  1.  0.  0.  0.  8.]]","[[24.  0.  4.  4.  4. 12.  4.  0.  0.  4.]
 [ 0. 12.  0.  0.  0.  4.  0.  0.  0.  0.]
 [ 0.  0. 24.  4.  8. 12.  8.  0.  0.  0.]
 [ 0.  0.  0. 40.  0.  0.  8.  0.  0.  4.]
 [ 0.  0.  0.  0.  4.  0.  8.  0.  4.  0.]
 [ 8.  8.  4.  0. 12. 24.  4.  4.  8. 12.]
 [ 4.  4.  0.  4.  0.  0. 16.  0.  0.  4.]
 [ 4.  0.  0. 16.  0.  4.  0.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0. 88.  0.]
 [ 0.  0.  0.  4.  0.  4.  0.  0.  0. 32.]]","[0.2, 0.36, 0.2, 0.36, 0.1, 0.12, 0.22, 0.07, 0.49, 0.38]","[-18, -16, -18, -34, -26, -28, -34, 0, 14, -26]","[0.4286, 0.75, 0.4286, 0.7692, 0.25, 0.2857, 0.5, 0.1429, 0.9565, 0.8]"
119,"[[ 6.  0.  1.  1.  1.  3.  1.  0.  0.  1.]
 [ 0.  3.  0.  0.  0.  1.  0.  0.  0.  0.]
 [ 0.  0.  6.  1.  2.  3.  2.  0.  0.  0.]
 [ 0.  0.  0. 10.  0.  0.  2.  0.  1.  1.]
 [ 0.  0.  0.  0.  1.  0.  2.  0.  1.  0.]
 [ 2.  2.  1.  0.  3.  6.  1.  1.  2.  3.]
 [ 1.  1.  0.  1.  0.  0.  4.  0.  0.  1.]
 [ 1.  0.  0.  4.  0.  1.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0. 22.  0.]
 [ 0.  0.  0.  1.  0.  1.  0.  0.  0.  8.]]","[[24.  0.  4.  4.  4. 12.  4.  0.  0.  4.]
 [ 0. 12.  0.  0.  0.  4.  0.  0.  0.  0.]
 [ 0.  0. 24.  4.  8. 12.  8.  0.  0.  0.]
 [ 0.  0.  0. 40.  0.  0.  8.  0.  4.  4.]
 [ 0.  0.  0.  0.  4.  0.  8.  0.  4.  0.]
 [ 8.  8.  4.  0. 12. 24.  4.  4.  8. 12.]
 [ 4.  4.  0.  4.  0.  0. 16.  0.  0.  4.]
 [ 4.  0.  0. 16.  0.  4.  0.  4.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  4.  0. 88.  0.]
 [ 0.  0.  0.  4.  0.  4.  0.  0.  0. 32.]]","[0.2, 0.36, 0.2, 0.33, 0.1, 0.12, 0.22, 0.07, 0.49, 0.38]","[-18, -16, -18, -34, -26, -28, -34, 0, 10, -26]","[0.4286, 0.75, 0.4286, 0.7143, 0.25, 0.2857, 0.5, 0.1429, 0.9565, 0.8]"
