iteration,cm,cm_ratings,reputations,rating_scores,accuracies
504,"[[13.  5. 13.  2.  9. 34. 10.  0.  5.  5.]
 [ 5.  3.  1.  6.  0.  0.  0.  0.  2.  2.]
 [ 0.  1. 51.  0.  0.  2.  4.  4. 14.  5.]
 [ 2. 12.  2. 14. 12.  0.  3.  2.  4.  4.]
 [ 2.  1.  2.  1.  9.  2.  4.  3.  0.  3.]
 [ 3.  9.  0.  1.  4.  6.  5.  4.  2.  5.]
 [ 0.  1.  2.  0.  0.  0. 12.  0.  0.  1.]
 [ 1.  6.  7.  3.  5.  1.  3. 18.  1.  9.]
 [ 9.  0.  0.  1.  0.  0.  0.  0. 55.  0.]
 [ 3. 10.  3.  2.  3.  2.  1.  2.  0. 26.]]","[[ 52.  20.  52.   8.  36. 136.  40.   0.  20.  20.]
 [ 20.  12.   4.  24.   0.   0.   0.   0.   8.   8.]
 [  0.   4. 204.   0.   0.   8.  16.  16.  56.  20.]
 [  8.  48.   8.  56.  48.   0.  12.   8.  16.  16.]
 [  8.   4.   8.   4.  36.   8.  16.  12.   0.  12.]
 [ 12.  36.   0.   4.  16.  24.  20.  16.   8.  20.]
 [  0.   4.   8.   0.   0.   0.  48.   0.   0.   4.]
 [  4.  24.  28.  12.  20.   4.  12.  72.   4.  36.]
 [ 36.   0.   0.   4.   0.   0.   0.   0. 220.   0.]
 [ 12.  40.  12.   8.  12.   8.   4.   8.   0. 104.]]","[0.05, 0.05, 0.28, 0.11, 0.14, 0.05, 0.35, 0.16, 0.41, 0.22]","[-110, -158, -196, -74, -128, -140, -106, -50, -72, -136]","[0.1354, 0.1579, 0.6296, 0.2545, 0.3333, 0.1538, 0.75, 0.3333, 0.8462, 0.5]"
505,"[[13.  5. 13.  2.  9. 34. 10.  0.  5.  5.]
 [ 5.  3.  1.  6.  0.  0.  0.  0.  2.  2.]
 [ 0.  1. 52.  0.  0.  2.  4.  4. 14.  5.]
 [ 2. 12.  2. 14. 12.  0.  3.  2.  4.  4.]
 [ 2.  1.  2.  1.  9.  2.  4.  3.  0.  3.]
 [ 3.  9.  0.  1.  4.  6.  5.  4.  2.  5.]
 [ 0.  1.  2.  0.  0.  0. 12.  0.  0.  1.]
 [ 1.  6.  7.  3.  5.  1.  3. 18.  1.  9.]
 [ 9.  0.  0.  1.  0.  0.  0.  0. 55.  0.]
 [ 3. 10.  3.  2.  3.  2.  1.  2.  0. 26.]]","[[ 52.  20.  52.   8.  36. 136.  40.   0.  20.  20.]
 [ 20.  12.   4.  24.   0.   0.   0.   0.   8.   8.]
 [  0.   4. 208.   0.   0.   8.  16.  16.  56.  20.]
 [  8.  48.   8.  56.  48.   0.  12.   8.  16.  16.]
 [  8.   4.   8.   4.  36.   8.  16.  12.   0.  12.]
 [ 12.  36.   0.   4.  16.  24.  20.  16.   8.  20.]
 [  0.   4.   8.   0.   0.   0.  48.   0.   0.   4.]
 [  4.  24.  28.  12.  20.   4.  12.  72.   4.  36.]
 [ 36.   0.   0.   4.   0.   0.   0.   0. 220.   0.]
 [ 12.  40.  12.   8.  12.   8.   4.   8.   0. 104.]]","[0.05, 0.05, 0.28, 0.11, 0.14, 0.05, 0.35, 0.16, 0.41, 0.22]","[-110, -158, -200, -74, -128, -140, -106, -50, -72, -136]","[0.1354, 0.1579, 0.6341, 0.2545, 0.3333, 0.1538, 0.75, 0.3333, 0.8462, 0.5]"
506,"[[13.  5. 13.  2.  9. 34. 10.  0.  5.  5.]
 [ 5.  3.  1.  6.  0.  0.  0.  0.  2.  2.]
 [ 0.  1. 52.  0.  0.  2.  4.  4. 14.  5.]
 [ 2. 12.  2. 14. 12.  0.  3.  3.  4.  4.]
 [ 2.  1.  2.  1.  9.  2.  4.  3.  0.  3.]
 [ 3.  9.  0.  1.  4.  6.  5.  4.  2.  5.]
 [ 0.  1.  2.  0.  0.  0. 12.  0.  0.  1.]
 [ 1.  6.  7.  3.  5.  1.  3. 18.  1.  9.]
 [ 9.  0.  0.  1.  0.  0.  0.  0. 55.  0.]
 [ 3. 10.  3.  2.  3.  2.  1.  2.  0. 26.]]","[[ 52.  20.  52.   8.  36. 136.  40.   0.  20.  20.]
 [ 20.  12.   4.  24.   0.   0.   0.   0.   8.   8.]
 [  0.   4. 208.   0.   0.   8.  16.  16.  56.  20.]
 [  8.  48.   8.  56.  48.   0.  12.  12.  16.  16.]
 [  8.   4.   8.   4.  36.   8.  16.  12.   0.  12.]
 [ 12.  36.   0.   4.  16.  24.  20.  16.   8.  20.]
 [  0.   4.   8.   0.   0.   0.  48.   0.   0.   4.]
 [  4.  24.  28.  12.  20.   4.  12.  72.   4.  36.]
 [ 36.   0.   0.   4.   0.   0.   0.   0. 220.   0.]
 [ 12.  40.  12.   8.  12.   8.   4.   8.   0. 104.]]","[0.05, 0.05, 0.28, 0.11, 0.14, 0.05, 0.35, 0.16, 0.41, 0.22]","[-110, -158, -200, -74, -128, -140, -106, -54, -72, -136]","[0.1354, 0.1579, 0.6341, 0.25, 0.3333, 0.1538, 0.75, 0.3333, 0.8462, 0.5]"
507,"[[13.  5. 13.  2.  9. 34. 10.  0.  5.  5.]
 [ 5.  3.  1.  6.  0.  0.  0.  0.  2.  2.]
 [ 0.  1. 52.  0.  0.  2.  4.  4. 14.  5.]
 [ 2. 12.  2. 14. 13.  0.  3.  3.  4.  4.]
 [ 2.  1.  2.  1.  9.  2.  4.  3.  0.  3.]
 [ 3.  9.  0.  1.  4.  6.  5.  4.  2.  5.]
 [ 0.  1.  2.  0.  0.  0. 12.  0.  0.  1.]
 [ 1.  6.  7.  3.  5.  1.  3. 18.  1.  9.]
 [ 9.  0.  0.  1.  0.  0.  0.  0. 55.  0.]
 [ 3. 10.  3.  2.  3.  2.  1.  2.  0. 26.]]","[[ 52.  20.  52.   8.  36. 136.  40.   0.  20.  20.]
 [ 20.  12.   4.  24.   0.   0.   0.   0.   8.   8.]
 [  0.   4. 208.   0.   0.   8.  16.  16.  56.  20.]
 [  8.  48.   8.  56.  52.   0.  12.  12.  16.  16.]
 [  8.   4.   8.   4.  36.   8.  16.  12.   0.  12.]
 [ 12.  36.   0.   4.  16.  24.  20.  16.   8.  20.]
 [  0.   4.   8.   0.   0.   0.  48.   0.   0.   4.]
 [  4.  24.  28.  12.  20.   4.  12.  72.   4.  36.]
 [ 36.   0.   0.   4.   0.   0.   0.   0. 220.   0.]
 [ 12.  40.  12.   8.  12.   8.   4.   8.   0. 104.]]","[0.05, 0.05, 0.28, 0.11, 0.14, 0.05, 0.35, 0.16, 0.41, 0.22]","[-110, -158, -200, -74, -132, -140, -106, -54, -72, -136]","[0.1354, 0.1579, 0.6341, 0.2456, 0.3333, 0.1538, 0.75, 0.3333, 0.8462, 0.5]"
508,"[[13.  5. 13.  2.  9. 34. 10.  0.  5.  5.]
 [ 5.  3.  1.  6.  0.  0.  0.  0.  2.  2.]
 [ 0.  1. 52.  0.  0.  2.  4.  4. 15.  5.]
 [ 2. 12.  2. 14. 13.  0.  3.  3.  4.  4.]
 [ 2.  1.  2.  1.  9.  2.  4.  3.  0.  3.]
 [ 3.  9.  0.  1.  4.  6.  5.  4.  2.  5.]
 [ 0.  1.  2.  0.  0.  0. 12.  0.  0.  1.]
 [ 1.  6.  7.  3.  5.  1.  3. 18.  1.  9.]
 [ 9.  0.  0.  1.  0.  0.  0.  0. 55.  0.]
 [ 3. 10.  3.  2.  3.  2.  1.  2.  0. 26.]]","[[ 52.  20.  52.   8.  36. 136.  40.   0.  20.  20.]
 [ 20.  12.   4.  24.   0.   0.   0.   0.   8.   8.]
 [  0.   4. 208.   0.   0.   8.  16.  16.  60.  20.]
 [  8.  48.   8.  56.  52.   0.  12.  12.  16.  16.]
 [  8.   4.   8.   4.  36.   8.  16.  12.   0.  12.]
 [ 12.  36.   0.   4.  16.  24.  20.  16.   8.  20.]
 [  0.   4.   8.   0.   0.   0.  48.   0.   0.   4.]
 [  4.  24.  28.  12.  20.   4.  12.  72.   4.  36.]
 [ 36.   0.   0.   4.   0.   0.   0.   0. 220.   0.]
 [ 12.  40.  12.   8.  12.   8.   4.   8.   0. 104.]]","[0.05, 0.05, 0.27, 0.11, 0.14, 0.05, 0.35, 0.16, 0.41, 0.22]","[-110, -158, -200, -74, -132, -140, -106, -54, -76, -136]","[0.1354, 0.1579, 0.6265, 0.2456, 0.3333, 0.1538, 0.75, 0.3333, 0.8462, 0.5]"
509,"[[13.  5. 13.  2.  9. 35. 10.  0.  5.  5.]
 [ 5.  3.  1.  6.  0.  0.  0.  0.  2.  2.]
 [ 0.  1. 52.  0.  0.  2.  4.  4. 15.  5.]
 [ 2. 12.  2. 14. 13.  0.  3.  3.  4.  4.]
 [ 2.  1.  2.  1.  9.  2.  4.  3.  0.  3.]
 [ 3.  9.  0.  1.  4.  6.  5.  4.  2.  5.]
 [ 0.  1.  2.  0.  0.  0. 12.  0.  0.  1.]
 [ 1.  6.  7.  3.  5.  1.  3. 18.  1.  9.]
 [ 9.  0.  0.  1.  0.  0.  0.  0. 55.  0.]
 [ 3. 10.  3.  2.  3.  2.  1.  2.  0. 26.]]","[[ 52.  20.  52.   8.  36. 140.  40.   0.  20.  20.]
 [ 20.  12.   4.  24.   0.   0.   0.   0.   8.   8.]
 [  0.   4. 208.   0.   0.   8.  16.  16.  60.  20.]
 [  8.  48.   8.  56.  52.   0.  12.  12.  16.  16.]
 [  8.   4.   8.   4.  36.   8.  16.  12.   0.  12.]
 [ 12.  36.   0.   4.  16.  24.  20.  16.   8.  20.]
 [  0.   4.   8.   0.   0.   0.  48.   0.   0.   4.]
 [  4.  24.  28.  12.  20.   4.  12.  72.   4.  36.]
 [ 36.   0.   0.   4.   0.   0.   0.   0. 220.   0.]
 [ 12.  40.  12.   8.  12.   8.   4.   8.   0. 104.]]","[0.05, 0.05, 0.27, 0.11, 0.14, 0.05, 0.35, 0.16, 0.41, 0.22]","[-110, -158, -200, -74, -132, -144, -106, -54, -76, -136]","[0.134, 0.1579, 0.6265, 0.2456, 0.3333, 0.1538, 0.75, 0.3333, 0.8462, 0.5]"
510,"[[13.  5. 13.  2.  9. 35. 10.  0.  5.  5.]
 [ 5.  3.  1.  6.  0.  0.  0.  0.  2.  2.]
 [ 0.  1. 52.  0.  0.  2.  4.  4. 15.  5.]
 [ 2. 12.  2. 14. 13.  0.  3.  3.  4.  4.]
 [ 2.  1.  2.  1. 10.  2.  4.  3.  0.  3.]
 [ 3.  9.  0.  1.  4.  6.  5.  4.  2.  5.]
 [ 0.  1.  2.  0.  0.  0. 12.  0.  0.  1.]
 [ 1.  6.  7.  3.  5.  1.  3. 18.  1.  9.]
 [ 9.  0.  0.  1.  0.  0.  0.  0. 55.  0.]
 [ 3. 10.  3.  2.  3.  2.  1.  2.  0. 26.]]","[[ 52.  20.  52.   8.  36. 140.  40.   0.  20.  20.]
 [ 20.  12.   4.  24.   0.   0.   0.   0.   8.   8.]
 [  0.   4. 208.   0.   0.   8.  16.  16.  60.  20.]
 [  8.  48.   8.  56.  52.   0.  12.  12.  16.  16.]
 [  8.   4.   8.   4.  40.   8.  16.  12.   0.  12.]
 [ 12.  36.   0.   4.  16.  24.  20.  16.   8.  20.]
 [  0.   4.   8.   0.   0.   0.  48.   0.   0.   4.]
 [  4.  24.  28.  12.  20.   4.  12.  72.   4.  36.]
 [ 36.   0.   0.   4.   0.   0.   0.   0. 220.   0.]
 [ 12.  40.  12.   8.  12.   8.   4.   8.   0. 104.]]","[0.05, 0.05, 0.27, 0.11, 0.15, 0.05, 0.35, 0.16, 0.41, 0.22]","[-110, -158, -200, -74, -134, -144, -106, -54, -76, -136]","[0.134, 0.1579, 0.6265, 0.2456, 0.3571, 0.1538, 0.75, 0.3333, 0.8462, 0.5]"
511,"[[13.  5. 13.  2.  9. 35. 10.  0.  5.  5.]
 [ 5.  3.  1.  6.  0.  0.  0.  0.  2.  3.]
 [ 0.  1. 52.  0.  0.  2.  4.  4. 15.  5.]
 [ 2. 12.  2. 14. 13.  0.  3.  3.  4.  4.]
 [ 2.  1.  2.  1. 10.  2.  4.  3.  0.  3.]
 [ 3.  9.  0.  1.  4.  6.  5.  4.  2.  5.]
 [ 0.  1.  2.  0.  0.  0. 12.  0.  0.  1.]
 [ 1.  6.  7.  3.  5.  1.  3. 18.  1.  9.]
 [ 9.  0.  0.  1.  0.  0.  0.  0. 55.  0.]
 [ 3. 10.  3.  2.  3.  2.  1.  2.  0. 26.]]","[[ 52.  20.  52.   8.  36. 140.  40.   0.  20.  20.]
 [ 20.  12.   4.  24.   0.   0.   0.   0.   8.  12.]
 [  0.   4. 208.   0.   0.   8.  16.  16.  60.  20.]
 [  8.  48.   8.  56.  52.   0.  12.  12.  16.  16.]
 [  8.   4.   8.   4.  40.   8.  16.  12.   0.  12.]
 [ 12.  36.   0.   4.  16.  24.  20.  16.   8.  20.]
 [  0.   4.   8.   0.   0.   0.  48.   0.   0.   4.]
 [  4.  24.  28.  12.  20.   4.  12.  72.   4.  36.]
 [ 36.   0.   0.   4.   0.   0.   0.   0. 220.   0.]
 [ 12.  40.  12.   8.  12.   8.   4.   8.   0. 104.]]","[0.05, 0.04, 0.27, 0.11, 0.15, 0.05, 0.35, 0.16, 0.41, 0.22]","[-110, -158, -200, -74, -134, -144, -106, -54, -76, -138]","[0.134, 0.15, 0.6265, 0.2456, 0.3571, 0.1538, 0.75, 0.3333, 0.8462, 0.5]"
512,"[[13.  5. 13.  2.  9. 35. 10.  0.  5.  5.]
 [ 5.  3.  1.  6.  0.  0.  0.  0.  2.  3.]
 [ 0.  1. 52.  0.  0.  2.  4.  4. 15.  5.]
 [ 2. 12.  2. 14. 14.  0.  3.  3.  4.  4.]
 [ 2.  1.  2.  1. 10.  2.  4.  3.  0.  3.]
 [ 3.  9.  0.  1.  4.  6.  5.  4.  2.  5.]
 [ 0.  1.  2.  0.  0.  0. 12.  0.  0.  1.]
 [ 1.  6.  7.  3.  5.  1.  3. 18.  1.  9.]
 [ 9.  0.  0.  1.  0.  0.  0.  0. 55.  0.]
 [ 3. 10.  3.  2.  3.  2.  1.  2.  0. 26.]]","[[ 52.  20.  52.   8.  36. 140.  40.   0.  20.  20.]
 [ 20.  12.   4.  24.   0.   0.   0.   0.   8.  12.]
 [  0.   4. 208.   0.   0.   8.  16.  16.  60.  20.]
 [  8.  48.   8.  56.  56.   0.  12.  12.  16.  16.]
 [  8.   4.   8.   4.  40.   8.  16.  12.   0.  12.]
 [ 12.  36.   0.   4.  16.  24.  20.  16.   8.  20.]
 [  0.   4.   8.   0.   0.   0.  48.   0.   0.   4.]
 [  4.  24.  28.  12.  20.   4.  12.  72.   4.  36.]
 [ 36.   0.   0.   4.   0.   0.   0.   0. 220.   0.]
 [ 12.  40.  12.   8.  12.   8.   4.   8.   0. 104.]]","[0.05, 0.04, 0.27, 0.11, 0.15, 0.05, 0.35, 0.16, 0.41, 0.22]","[-110, -158, -200, -74, -138, -144, -106, -54, -76, -138]","[0.134, 0.15, 0.6265, 0.2414, 0.3571, 0.1538, 0.75, 0.3333, 0.8462, 0.5]"
513,"[[13.  5. 13.  2.  9. 35. 10.  0.  5.  5.]
 [ 5.  3.  1.  6.  0.  0.  0.  0.  2.  3.]
 [ 0.  1. 52.  0.  0.  2.  4.  4. 15.  5.]
 [ 2. 12.  2. 14. 14.  0.  3.  3.  4.  4.]
 [ 2.  1.  2.  1. 10.  2.  4.  3.  0.  3.]
 [ 3.  9.  0.  1.  4.  6.  5.  4.  2.  5.]
 [ 0.  1.  2.  0.  0.  0. 12.  0.  0.  1.]
 [ 1.  6.  7.  3.  5.  1.  3. 18.  1.  9.]
 [ 9.  0.  0.  1.  0.  0.  0.  0. 55.  0.]
 [ 3. 10.  3.  2.  3.  2.  1.  2.  0. 27.]]","[[ 52.  20.  52.   8.  36. 140.  40.   0.  20.  20.]
 [ 20.  12.   4.  24.   0.   0.   0.   0.   8.  12.]
 [  0.   4. 208.   0.   0.   8.  16.  16.  60.  20.]
 [  8.  48.   8.  56.  56.   0.  12.  12.  16.  16.]
 [  8.   4.   8.   4.  40.   8.  16.  12.   0.  12.]
 [ 12.  36.   0.   4.  16.  24.  20.  16.   8.  20.]
 [  0.   4.   8.   0.   0.   0.  48.   0.   0.   4.]
 [  4.  24.  28.  12.  20.   4.  12.  72.   4.  36.]
 [ 36.   0.   0.   4.   0.   0.   0.   0. 220.   0.]
 [ 12.  40.  12.   8.  12.   8.   4.   8.   0. 108.]]","[0.05, 0.04, 0.27, 0.11, 0.15, 0.05, 0.35, 0.16, 0.41, 0.23]","[-110, -158, -200, -74, -138, -144, -106, -54, -76, -140]","[0.134, 0.15, 0.6265, 0.2414, 0.3571, 0.1538, 0.75, 0.3333, 0.8462, 0.5094]"
514,"[[14.  5. 13.  2.  9. 35. 10.  0.  5.  5.]
 [ 5.  3.  1.  6.  0.  0.  0.  0.  2.  3.]
 [ 0.  1. 52.  0.  0.  2.  4.  4. 15.  5.]
 [ 2. 12.  2. 14. 14.  0.  3.  3.  4.  4.]
 [ 2.  1.  2.  1. 10.  2.  4.  3.  0.  3.]
 [ 3.  9.  0.  1.  4.  6.  5.  4.  2.  5.]
 [ 0.  1.  2.  0.  0.  0. 12.  0.  0.  1.]
 [ 1.  6.  7.  3.  5.  1.  3. 18.  1.  9.]
 [ 9.  0.  0.  1.  0.  0.  0.  0. 55.  0.]
 [ 3. 10.  3.  2.  3.  2.  1.  2.  0. 27.]]","[[ 56.  20.  52.   8.  36. 140.  40.   0.  20.  20.]
 [ 20.  12.   4.  24.   0.   0.   0.   0.   8.  12.]
 [  0.   4. 208.   0.   0.   8.  16.  16.  60.  20.]
 [  8.  48.   8.  56.  56.   0.  12.  12.  16.  16.]
 [  8.   4.   8.   4.  40.   8.  16.  12.   0.  12.]
 [ 12.  36.   0.   4.  16.  24.  20.  16.   8.  20.]
 [  0.   4.   8.   0.   0.   0.  48.   0.   0.   4.]
 [  4.  24.  28.  12.  20.   4.  12.  72.   4.  36.]
 [ 36.   0.   0.   4.   0.   0.   0.   0. 220.   0.]
 [ 12.  40.  12.   8.  12.   8.   4.   8.   0. 108.]]","[0.05, 0.04, 0.27, 0.11, 0.15, 0.05, 0.35, 0.16, 0.41, 0.23]","[-108, -158, -200, -74, -138, -144, -106, -54, -76, -140]","[0.1429, 0.15, 0.6265, 0.2414, 0.3571, 0.1538, 0.75, 0.3333, 0.8462, 0.5094]"
515,"[[14.  5. 13.  2.  9. 35. 10.  0.  5.  5.]
 [ 5.  3.  1.  6.  0.  0.  0.  0.  2.  3.]
 [ 0.  1. 52.  0.  0.  2.  4.  4. 15.  5.]
 [ 2. 13.  2. 14. 14.  0.  3.  3.  4.  4.]
 [ 2.  1.  2.  1. 10.  2.  4.  3.  0.  3.]
 [ 3.  9.  0.  1.  4.  6.  5.  4.  2.  5.]
 [ 0.  1.  2.  0.  0.  0. 12.  0.  0.  1.]
 [ 1.  6.  7.  3.  5.  1.  3. 18.  1.  9.]
 [ 9.  0.  0.  1.  0.  0.  0.  0. 55.  0.]
 [ 3. 10.  3.  2.  3.  2.  1.  2.  0. 27.]]","[[ 56.  20.  52.   8.  36. 140.  40.   0.  20.  20.]
 [ 20.  12.   4.  24.   0.   0.   0.   0.   8.  12.]
 [  0.   4. 208.   0.   0.   8.  16.  16.  60.  20.]
 [  8.  52.   8.  56.  56.   0.  12.  12.  16.  16.]
 [  8.   4.   8.   4.  40.   8.  16.  12.   0.  12.]
 [ 12.  36.   0.   4.  16.  24.  20.  16.   8.  20.]
 [  0.   4.   8.   0.   0.   0.  48.   0.   0.   4.]
 [  4.  24.  28.  12.  20.   4.  12.  72.   4.  36.]
 [ 36.   0.   0.   4.   0.   0.   0.   0. 220.   0.]
 [ 12.  40.  12.   8.  12.   8.   4.   8.   0. 108.]]","[0.05, 0.04, 0.27, 0.1, 0.15, 0.05, 0.35, 0.16, 0.41, 0.23]","[-108, -162, -200, -74, -138, -144, -106, -54, -76, -140]","[0.1429, 0.15, 0.6265, 0.2373, 0.3571, 0.1538, 0.75, 0.3333, 0.8462, 0.5094]"
516,"[[14.  5. 13.  2.  9. 35. 10.  0.  5.  5.]
 [ 5.  3.  1.  6.  0.  0.  0.  0.  2.  3.]
 [ 0.  1. 52.  0.  0.  2.  4.  4. 15.  5.]
 [ 3. 13.  2. 14. 14.  0.  3.  3.  4.  4.]
 [ 2.  1.  2.  1. 10.  2.  4.  3.  0.  3.]
 [ 3.  9.  0.  1.  4.  6.  5.  4.  2.  5.]
 [ 0.  1.  2.  0.  0.  0. 12.  0.  0.  1.]
 [ 1.  6.  7.  3.  5.  1.  3. 18.  1.  9.]
 [ 9.  0.  0.  1.  0.  0.  0.  0. 55.  0.]
 [ 3. 10.  3.  2.  3.  2.  1.  2.  0. 27.]]","[[ 56.  20.  52.   8.  36. 140.  40.   0.  20.  20.]
 [ 20.  12.   4.  24.   0.   0.   0.   0.   8.  12.]
 [  0.   4. 208.   0.   0.   8.  16.  16.  60.  20.]
 [ 12.  52.   8.  56.  56.   0.  12.  12.  16.  16.]
 [  8.   4.   8.   4.  40.   8.  16.  12.   0.  12.]
 [ 12.  36.   0.   4.  16.  24.  20.  16.   8.  20.]
 [  0.   4.   8.   0.   0.   0.  48.   0.   0.   4.]
 [  4.  24.  28.  12.  20.   4.  12.  72.   4.  36.]
 [ 36.   0.   0.   4.   0.   0.   0.   0. 220.   0.]
 [ 12.  40.  12.   8.  12.   8.   4.   8.   0. 108.]]","[0.05, 0.04, 0.27, 0.1, 0.15, 0.05, 0.35, 0.16, 0.41, 0.23]","[-112, -162, -200, -74, -138, -144, -106, -54, -76, -140]","[0.1429, 0.15, 0.6265, 0.2333, 0.3571, 0.1538, 0.75, 0.3333, 0.8462, 0.5094]"
517,"[[14.  5. 13.  2.  9. 35. 10.  0.  5.  5.]
 [ 5.  3.  1.  6.  0.  0.  0.  0.  2.  3.]
 [ 0.  1. 52.  0.  0.  2.  4.  4. 15.  5.]
 [ 3. 13.  2. 14. 14.  0.  3.  3.  4.  4.]
 [ 2.  1.  2.  1. 10.  2.  4.  3.  0.  3.]
 [ 3.  9.  0.  1.  4.  6.  5.  4.  2.  5.]
 [ 0.  1.  2.  0.  0.  0. 12.  0.  0.  1.]
 [ 1.  6.  7.  3.  5.  1.  3. 18.  1.  9.]
 [ 9.  0.  0.  1.  0.  0.  0.  0. 55.  0.]
 [ 3. 10.  3.  2.  3.  2.  1.  2.  0. 28.]]","[[ 56.  20.  52.   8.  36. 140.  40.   0.  20.  20.]
 [ 20.  12.   4.  24.   0.   0.   0.   0.   8.  12.]
 [  0.   4. 208.   0.   0.   8.  16.  16.  60.  20.]
 [ 12.  52.   8.  56.  56.   0.  12.  12.  16.  16.]
 [  8.   4.   8.   4.  40.   8.  16.  12.   0.  12.]
 [ 12.  36.   0.   4.  16.  24.  20.  16.   8.  20.]
 [  0.   4.   8.   0.   0.   0.  48.   0.   0.   4.]
 [  4.  24.  28.  12.  20.   4.  12.  72.   4.  36.]
 [ 36.   0.   0.   4.   0.   0.   0.   0. 220.   0.]
 [ 12.  40.  12.   8.  12.   8.   4.   8.   0. 112.]]","[0.05, 0.04, 0.27, 0.1, 0.15, 0.05, 0.35, 0.16, 0.41, 0.23]","[-112, -162, -200, -74, -138, -144, -106, -54, -76, -144]","[0.1429, 0.15, 0.6265, 0.2333, 0.3571, 0.1538, 0.75, 0.3333, 0.8462, 0.5185]"
518,"[[14.  5. 13.  2.  9. 35. 10.  0.  5.  5.]
 [ 5.  3.  1.  6.  0.  0.  0.  0.  2.  3.]
 [ 0.  1. 52.  0.  0.  2.  4.  4. 15.  5.]
 [ 3. 13.  2. 14. 14.  0.  3.  3.  4.  4.]
 [ 2.  1.  2.  1. 10.  2.  4.  3.  0.  3.]
 [ 3.  9.  0.  1.  4.  6.  5.  4.  2.  5.]
 [ 0.  1.  2.  0.  0.  0. 12.  0.  0.  1.]
 [ 1.  6.  7.  3.  5.  1.  3. 19.  1.  9.]
 [ 9.  0.  0.  1.  0.  0.  0.  0. 55.  0.]
 [ 3. 10.  3.  2.  3.  2.  1.  2.  0. 28.]]","[[ 56.  20.  52.   8.  36. 140.  40.   0.  20.  20.]
 [ 20.  12.   4.  24.   0.   0.   0.   0.   8.  12.]
 [  0.   4. 208.   0.   0.   8.  16.  16.  60.  20.]
 [ 12.  52.   8.  56.  56.   0.  12.  12.  16.  16.]
 [  8.   4.   8.   4.  40.   8.  16.  12.   0.  12.]
 [ 12.  36.   0.   4.  16.  24.  20.  16.   8.  20.]
 [  0.   4.   8.   0.   0.   0.  48.   0.   0.   4.]
 [  4.  24.  28.  12.  20.   4.  12.  76.   4.  36.]
 [ 36.   0.   0.   4.   0.   0.   0.   0. 220.   0.]
 [ 12.  40.  12.   8.  12.   8.   4.   8.   0. 112.]]","[0.05, 0.04, 0.27, 0.1, 0.15, 0.05, 0.35, 0.16, 0.41, 0.23]","[-112, -162, -200, -74, -138, -144, -106, -56, -76, -144]","[0.1429, 0.15, 0.6265, 0.2333, 0.3571, 0.1538, 0.75, 0.3455, 0.8462, 0.5185]"
519,"[[14.  5. 13.  2.  9. 35. 10.  0.  5.  5.]
 [ 5.  3.  1.  6.  0.  0.  0.  0.  2.  3.]
 [ 0.  1. 52.  0.  0.  2.  4.  4. 15.  5.]
 [ 3. 13.  2. 14. 14.  0.  3.  3.  4.  4.]
 [ 2.  1.  2.  2. 10.  2.  4.  3.  0.  3.]
 [ 3.  9.  0.  1.  4.  6.  5.  4.  2.  5.]
 [ 0.  1.  2.  0.  0.  0. 12.  0.  0.  1.]
 [ 1.  6.  7.  3.  5.  1.  3. 19.  1.  9.]
 [ 9.  0.  0.  1.  0.  0.  0.  0. 55.  0.]
 [ 3. 10.  3.  2.  3.  2.  1.  2.  0. 28.]]","[[ 56.  20.  52.   8.  36. 140.  40.   0.  20.  20.]
 [ 20.  12.   4.  24.   0.   0.   0.   0.   8.  12.]
 [  0.   4. 208.   0.   0.   8.  16.  16.  60.  20.]
 [ 12.  52.   8.  56.  56.   0.  12.  12.  16.  16.]
 [  8.   4.   8.   8.  40.   8.  16.  12.   0.  12.]
 [ 12.  36.   0.   4.  16.  24.  20.  16.   8.  20.]
 [  0.   4.   8.   0.   0.   0.  48.   0.   0.   4.]
 [  4.  24.  28.  12.  20.   4.  12.  76.   4.  36.]
 [ 36.   0.   0.   4.   0.   0.   0.   0. 220.   0.]
 [ 12.  40.  12.   8.  12.   8.   4.   8.   0. 112.]]","[0.05, 0.04, 0.27, 0.1, 0.15, 0.05, 0.35, 0.16, 0.41, 0.23]","[-112, -162, -200, -78, -138, -144, -106, -56, -76, -144]","[0.1429, 0.15, 0.6265, 0.2333, 0.3448, 0.1538, 0.75, 0.3455, 0.8462, 0.5185]"
